name,brewery_type,address_1,city,state_province,postal_code,longitude,latitude,state,zip_code,brewery_id
Elk Valley Brewing,contract,1210 N Hudson Ave,Oklahoma City,Oklahoma,73103,-97.5189497,35.4804596,Oklahoma,73103,2437
Elkhorn Slough Brewing Company,micro,65 Hangar Way Unit D,Watsonville,California,95076-2476,-121.7903344,36.92762275,California,95076,2438
Ellersick Brewing / Big E Ales,closed,5030 208th St SW Ste A,Lynnwood,Washington,98036-7642,-122.301844,47.810408,Washington,98036,2441
Ellicott Mills Brewing Co,brewpub,8308 Main St,Ellicott City,Maryland,21043-4601,-76.79944314,39.2681041,Maryland,21043,2442
Ellicottville Brewing Co,micro,28 Monroe St,Ellicottville,New York,14731,-78.67049701,42.27511725,New York,14731,2443
Elliott Bay Brewery and Pub - West Seattle,brewpub,4720 California Ave SW,Seattle,Washington,98116-4413,-122.3865765,47.5604072,Washington,98116,2444
Elliott Bay Brewhouse & Pub - Burien,brewpub,255 SW 152nd St,Burien,Washington,98166-2307,-122.3373381,47.466775,Washington,98166,2445
Elliott Bay Public House & Brewery - Lake City,brewpub,12537 Lake City Way NE,Seattle,Washington,98125-4424,-122.2948936,47.7203026,Washington,98125,2446
Elmhurst Brewing Company,brewpub,171 N Addison Ave,Elmhurst,Illinois,60126-2720,-87.94146327,41.90285936,Illinois,60126,2451
Eluvium Brewing Co.,micro,11 Florida Ave,Weaverville,North Carolina,28787,-82.5615737,35.69741414,North Carolina,28787,2453
Elysian Brewing Co,large,5510 Airport Way S,Seattle,Washington,98108-2255,-122.3205871,47.5533243,Washington,98108,2454
Elysian Brewing Co,large,1221 E Pike St,Seattle,Washington,98122-3910,-122.3157647,47.6139598,Washington,98122,2455
Elysian Brewing Co -Tangletown,closed,2106 N 55th St,Seattle,Washington,98103-6202,-122.333474,47.6687837,Washington,98103,2457
Emmett's Brewing Co - Downers Grove,brewpub,5200 Main St,Downers Grove,Illinois,60515-4688,-88.01051205,41.7925884,Illinois,60515,2458
Emmett's Brewing Co - Palatine,brewpub,110 N Brockway St,Palatine,Illinois,60067-5063,-88.046297,42.11332289,Illinois,60067,2459
Emmett's Brewing Co - West Dundee,brewpub,128 W Main St,West Dundee,Illinois,60118-2017,-88.2784177,42.0984146,Illinois,60118,2460
Emmett's Brewing Co - Wheaton,brewpub,121 W Front St,Wheaton,Illinois,60187-5108,-88.10705232,41.86494217,Illinois,60187,2461
Empire Brewing Co,brewpub,120 Walton St,Syracuse,New York,13202-1571,-76.15406625,43.04804637,New York,13202,2462
Empire Farm Brewery,micro,33 Rippleton Rd,Cazenovia,New York,13035-9601,-75.8664345,42.9197307,New York,13035,2464
Empirical Brewery,micro,1801 W Foster Ave,Chicago,Illinois,60640-1023,-87.6749395,41.9762555,Illinois,60640,2465
Emprize Brew Mill,brewpub,200 Main St,Menasha,Wisconsin,54952,-88.4504129,44.2013644,Wisconsin,54952,2466
Empyrean Brewing Co,micro,729 Q St,Lincoln,Nebraska,68508-1536,-96.7105429,40.8155873,Nebraska,68508,2467
Enchanted Circle Brewing Company,brewpub,20 Sage Ln.,Angel Fire,New Mexico,87710,-105.2882775,36.396276,New Mexico,87710,2468
Endeavor Brewing Company,micro,909 W 5th Ave,Columbus,Ohio,43212,-83.030429,39.988002,Ohio,43212,2469
Endo Brewing Company,micro,2755 Dagny Way Ste 101,Lafayette,Colorado,80026-8023,-105.1341065,40.0144311,Colorado,80026,2472
Enegren Brewing Co,micro,444 Zachary St Unit 120,Moorpark,California,93021-2073,-118.8706594,34.28324302,California,93021,2473
Engine 15 Brewing Company,brewpub,1500 Beach Blvd Ste 217,Jacksonville Beach,Florida,32250-2624,-81.3923194,30.2882669,Florida,32250,2475
English Ales Brewery,micro,223 Reindollar Ave Ste A,Marina,California,93933-3851,-121.8038356,36.68038392,California,93933,2476
English Setter Brewing Company,closed,15310 E Marietta Ave Ste 4,Spokane,Washington,99216-1876,-117.1983425,47.68121756,Washington,99216,2477
Engrained Brewing Co,brewpub,1120 W Lincolnshire Blvd,Springfield,Illinois,62711-6445,-89.6914854,39.7481952,Illinois,62711,2478
Enki Brewing,micro,1495 Steiger Lake Ln,Victoria,Minnesota,55386-9537,-93.65723977,44.86169699,Minnesota,55386,2479
Entitled Beer Company,proprietor,21 North St,Hingham,Massachusetts,02043-,-70.88618473,42.24360723,Massachusetts,02043,2482
"Epic Brewing Co., LLC",micro,3001 Walnut St,Denver,Colorado,80205-2324,-104.9813405,39.7632294,Colorado,80205,2485
"Epic Brewing Co., LLC",micro,825 S State St,Salt Lake City,Utah,84111-4207,-111.887825,40.7511406,Utah,84111,2486
Epicure Brewing,micro,40 Franklin St,Norwich,Connecticut,06360-,-72.07437477,41.52521341,Connecticut,06360,2488
Epidemic Ales,micro,150 Mason Circle Stes I&J,Concord,California,94520,-122.0390695,38.01022008,California,94520,2489
Eponymous Brewing Co,micro,126 Main Ave S,Brookings,South Dakota,57006-3038,-96.79881257,44.30472165,South Dakota,57006,2490
Eppig Brewing,micro,3052 El Cajon Blvd Ste 103,San Diego,California,92104-1399,-117.128732,32.755723,California,92104,2491
Equilibrium Brewery,micro,22 Henry Street,Middletown,New York,10940,-74.42143934,41.44646965,New York,10940,2493
Equinox Brewing,micro,133 Remington St,Fort Collins,Colorado,80524-2833,-105.0757134,40.5863266,Colorado,80524,2494
Erie Ale Works,micro,416 W 12th St,Erie,Pennsylvania,16501-1506,-80.1219366,42.108963,Pennsylvania,16501,2495
Erie Canal Brewing Company,micro,135 S Peterboro St,Canastota,New York,13032-1409,-75.75153202,43.07857637,New York,13032,2497
Eris Brewery And Cider House,brewpub,4240 W Irving Park Rd,Chicago,Illinois,60641,-87.7342346,41.95388195,Illinois,60641,2498
Escape Brewing Company,micro,9945 Trinity Blvd Ste 108,Trinity,Florida,34655-4552,-82.65284391,28.18036575,Florida,34655,2499
Escape Craft Brewery,micro,721 Nevada St Ste 401,Redlands,California,92373-8053,-117.2175772,34.0603401,California,92373,2500
Escondido Brewing Company,micro,649 Rock Springs Rd,Escondido,California,92025-1622,-117.097042,33.124632,California,92025,2501
Escutcheon Brewing Co.,micro,142 W Commercial St,Winchester,Virginia,22601-4828,-78.1634732,39.19554464,Virginia,22601,2502
Eskes Brew Pub,brewpub,106 Des Georges Pl,Taos,New Mexico,87571-6179,-105.5731656,36.4058929,New Mexico,87571,2503
Estes Park Brewery,micro,470 Prospect Village Dr,Estes Park,Colorado,80517,-105.5261317,40.3714876,Colorado,80517,2504
Eternity Brewing Co,micro,4060 E Grand River Ave,Howell,Michigan,48843-8583,-83.9948055,42.63273017,Michigan,48843,2505
Ethereal Brewing,micro,1224 Manchester St,Lexington,Kentucky,40504-1129,-84.5200035,38.056562,Kentucky,40504,2506
Etna Brewing Co LLC,micro,131 Callahan Street,Etna,California,96027,-122.8918305,41.45674141,California,96027,2507
ETX Brewing Co.,micro,221 S Broadway Ave,Tyler,Texas,75702-7302,-95.3081695,32.2553345,Texas,75702,2509
Eudora Brewing Co,micro,4716 Wilmington Pike,Dayton,Ohio,45440-2021,-84.162271,39.735916,Ohio,45440,2510
Eureka Heights Brewing Company,micro,941 W 18th St,Houston,Texas,77008-3336,-95.4164348,29.8019913,Texas,77008,2511
Euryale Brewing Company,micro,2060 Chicago Ave Ste A17,Riverside,California,92507-2344,-117.3479555,33.99293689,California,92507,2513
Evans Brewing Co / Bayhawk Ales,micro,2000 Main St,Irvine,California,92614-7202,-117.8559667,33.68560798,California,92614,2514
Evasion Brewing - Production Facility,micro,4230 NE Riverside Dr,McMinnville,Oregon,97128-8403,-123.1519619,45.22899995,Oregon,97128,2515
Eventide Brewing Co,micro,1015 Grant St SE,Atlanta,Georgia,30315-2014,-84.37706291,33.72670205,Georgia,30315,2516
Everybody's Brewing Co,micro,177 E Jewett Blvd,White Salmon,Washington,98672-8976,-121.4854565,45.72787736,Washington,98672,2519
Evil Czech Brewery,brewpub,3703 N Main St,Mishawaka,Indiana,46545-3111,-86.1823337,41.6939205,Indiana,46545,2520
Evil Genius Beer Co,micro,1727 N Front St,Philadelphia,Pennsylvania,19122-3203,-75.13401561,39.97578018,Pennsylvania,19122,2521
"Evil Horse Brewing Company, LLC",micro,1338 Main St,Crete,Illinois,60417-2131,-87.631432,41.44499003,Illinois,60417,2522
Evolution Craft Brewing Co,regional,200 Elmwood St,Salisbury,Maryland,21804-5522,-75.595254,38.361979,Maryland,21804,2523
Evolution Craft Brewing Co - Salisbury,brewpub,201 E Vine St,Salisbury,Maryland,21804-5515,-75.595628,38.360471,Maryland,21804,2524
Ex Novo Brewing Co,micro,2326 N Flint Ave,Portland,Oregon,97227-1905,-122.6684147,45.54002045,Oregon,97227,2525
Excel Brewing Co,micro,488 S Broadway,Breese,Illinois,62230-1805,-89.53007673,38.60665933,Illinois,62230,2526
Exferimentation Brewing Company,micro,7 N Saginaw St,Pontiac,Michigan,48342-2182,-83.292346,42.6369922,Michigan,48342,2528
Exhibit 'A' Brewing Co.,micro,81 Morton St,Framingham,Massachusetts,01702-7153,-71.40187088,42.27880435,Massachusetts,01702,2529
Exile Brewing,micro,1514 Walnut St,Des Moines,Iowa,50309-3420,-93.63702159,41.5830167,Iowa,50309,2530
Exit 6 Brewery,micro,5055 Highway N Ste 112,Saint Charles,Missouri,63304-8031,-90.639934,38.745126,Missouri,63304,2531
Exit Strategy Brewing Company,brewpub,7700 Madison St,Forest Park,Illinois,60130-1404,-87.8108065,41.8795262,Illinois,60130,2532
Explorer Brewing Company,micro,209 Ash St,Kelso,Washington,98626,-122.9120251,46.14277372,Washington,98626,2533
F-Town Brewing Company,micro,22 4th St NE,Faribault,Minnesota,55021-5207,-93.26734492,44.29499775,Minnesota,55021,2535
Faction Brewing Co,micro,2501 Monarch St Ste 200,Alameda,California,94501-5098,-122.3097077,37.7866722,California,94501,2536
Factotum Brewhouse,micro,3845 Lipan St,Denver,Colorado,80211-2651,-105.0020653,39.7702043,Colorado,80211,2537
Fainting Goat Brewing Company,micro,330 S Main St,Fuquay Varina,North Carolina,27526-2225,-78.80001933,35.5812855,North Carolina,27526,2538
Fair Oaks Brew Pub,brewpub,7988 California Ave,Fair Oaks,California,95628-7140,-121.2687393,38.64181849,California,95628,2540
Fair State Brewing Cooperative,micro,2506A Central Ave NE,Minneapolis,Minnesota,55418,-93.247453,45.01337914,Minnesota,55418,2541
Fair State Brewing Cooperative - St. Paul,micro,2075 Ellis Ave,Saint Paul,Minnesota,55114-1308,-93.18822129,44.96603388,Minnesota,55114,2542
Fairfield Craft Ales,micro,724 Honeyspot Rd,Stratford,Connecticut,06615-7109,-73.14702832,41.17565816,Connecticut,06615,2544
Fairfield Opera House Brewery,brewpub,415 N D St,Fairfield,Nebraska,68938-2114,-98.10588657,40.43061571,Nebraska,68938,2545
Fairhope Brewing Co,micro,914 Nichols Ave,Fairhope,Alabama,36532-3684,-87.898282,30.516291,Alabama,36532,2546
Fairport Brewing Co,micro,99 S Main St,Fairport,New York,14450-2100,-77.4416792,43.0988098,New York,14450,2547
Fall Brewing Company,micro,4542 30th St,San Diego,California,92116-4247,-117.1302802,32.75997514,California,92116,2549
Fall River Brewing Company,closed,24339 State Highway 89,Burney,California,96013-9615,-121.6230357,40.99337635,California,96013,2550
Fall River Brewing Company,micro,4001 Eastside Rd,Redding,California,96001,-122.3869586,40.55859975,California,96001,2551
Fallbrook Brewing Co,micro,116 W Hawthorne St,Fallbrook,California,92028-,-117.2516425,33.38273379,California,92028,2552
Falling Branch Brewery,micro,825 Highland Rd,Street,Maryland,21154-1312,-76.3708166,39.66665004,Maryland,21154,2553
Falling Down Beer Co.,brewpub,2270 E 10 Mile Rd,Warren,Michigan,48091-3701,-82.9805361,42.4787048,Michigan,48091,2554
Falling Sky Brewing,brewpub,1334 Oak Aly,Eugene,Oregon,97401-3190,-123.0921962,44.04539623,Oregon,97401,2555
Falls City Brewing Company,micro,901 E Liberty St,Louisville,Kentucky,40204,-85.73625618,38.25036895,Kentucky,40204,2556
Fanatic Brewing Company,micro,2735 N Central St,Knoxville,Tennessee,37917,-83.94224452,35.99175106,Tennessee,37917,2559
Fannin Brewing,micro,3758 E First St,Blue Ridge,Georgia,30513-4514,-84.31707477,34.87142613,Georgia,30513,2560
Fargo Brewing Co,micro,610 University Dr N,Fargo,North Dakota,58102-4342,-96.79937236,46.88326389,North Dakota,58102,2563
Farm Shed Wines & Brews,micro,22808 Sumner Buckley Hwy E,Buckley,Washington,98321-8424,-122.124967,47.180813,Washington,98321,2565
Farmers Brewing Co,planning,,Princeton,California,95970-9519,-122.009975,39.4032192,California,95970,2567
Farmington Brewing Company LLC,micro,33336 Grand River Ave,Farmington,Michigan,48336-3124,-83.37603742,42.4649541,Michigan,48336,2568
Farmstrong Brewing Co,micro,110 Stewart Rd,Mount Vernon,Washington,98273-9628,-122.3369645,48.4431376,Washington,98273,2570
Farnam House Brewing Company,brewpub,3558 Farnam St,Omaha,Nebraska,68131-3304,-95.96580178,41.2578153,Nebraska,68131,2571
Farnham Ale & Lager,micro,82 Ethan Allen Dr,South Burlington,Vermont,05403-5971,-73.15391274,44.48290389,Vermont,05403,2572
Fast Fashion Brewing,micro,730 N 34th St,Seattle,Washington,98103,-122.3484134,47.64970532,Washington,98103,2573
Fat Bottom Brewing,micro,800 44th Ave N,Nashville,Tennessee,37209-2336,-86.84031688,36.16044926,Tennessee,37209,2574
Fat Boy Brewing Co,contract,2851 S Stratton Dr,Milwaukee,Wisconsin,53219-2759,-88.0130081,42.99227079,Wisconsin,53219,2575
Fat Head's Brewery & Saloon,brewpub,24581 Lorain Rd,North Olmsted,Ohio,44070-2170,-81.89440993,41.42667743,Ohio,44070,2577
Fat Head's Brewpub - Canton,brewpub,3885 Everhard Rd NW,Canton,Ohio,44709-4003,-81.41867571,40.85972436,Ohio,44709,2578
Fat Hill Brewing,micro,17 N Federal Ave,Mason City,Iowa,50401-3250,-93.20096509,43.15203459,Iowa,50401,2579
Fat Toad Brewing Company,micro,3986 W 530 Rd,Pryor,Oklahoma,74361,-95.3276131,36.2498069,Oklahoma,74361,2582
FATE Brewing Company,brewpub,1600 38th St Ste 100,Boulder,Colorado,80301-2610,-105.2454818,40.0149794,Colorado,80301,2583
Father John's Microbrewery,brewpub,301 W Butler St,Bryan,Ohio,43506-1608,-84.553828,41.473192,Ohio,43506,2584
Fatty's Beer Works,contract,1436 Meeting Street Rd,Charleston,South Carolina,29405-9342,-79.950716,32.816629,South Carolina,29405,2586
Faultline Brewing Co,brewpub,1235 Oakmead Pkwy,Sunnyvale,California,94085-4040,-121.9895755,37.38688662,California,94085,2587
Faults Brewing,planning,,Anchorage,Alaska,99509-0312,-149.8948523,61.2163129,Alaska,99509,2588
Faust Hotel Restaurant and Brew Pub,micro,499 S Castell Ave,New Braunfels,Texas,78130-7618,-98.12031,29.698525,Texas,78130,2589
Fayetteville Brewing Company,planning,,Fayetteville,Arkansas,72704-7402,-94.1574328,36.0625843,Arkansas,72704,2591
Fearless Brewing Co,brewpub,326 S Broadway St,Estacada,Oregon,97023-7000,-122.3350759,45.2870468,Oregon,97023,2592
Feather Falls Brewing Co,brewpub,3 Alverda Dr,Oroville,California,95966-9379,-121.521407,39.46576,California,95966,2593
Feather River Brewing Co,micro,14665 Forest Ridge Rd,Magalia,California,95954-0443,-121.5777621,39.84088592,California,95954,2594
Feathered Serpent Brewery,planning,,San Dimas,California,91773-1477,-117.8067257,34.1066756,California,91773,2595
Feckin Brewery,micro,415 S McLoughlin Blvd,Oregon City,Oregon,97045-3101,-122.6217909,45.3474038,Oregon,97045,2596
Federation Brewing,micro,420 3rd St Unit A,Oakland,California,94607-3809,-122.2752148,37.79677436,California,94607,2597
Fegley's Brew Works,brewpub,812 Hamilton St,Allentown,Pennsylvania,18101-2437,-75.4575021,40.6060468,Pennsylvania,18101,2599
Felicia's Atomic Brewhouse and Bakery,brewpub,45 E Main St,Trumansburg,New York,14886,-76.65512,42.539886,New York,14886,2600
Fenceline Beer Lab,brewpub,107 S Main Ave,Huxley,Iowa,50124-9311,-93.606476,41.892071,Iowa,50124,2601
Fenders Brewing Company,micro,212 W Van Dorn St,Polk City,Iowa,50226-2297,-93.71392,41.77079882,Iowa,50226,2602
Fenton Winery & Brewery,brewpub,1370 N Long Lake Rd,Fenton,Michigan,48430-8867,-83.70470876,42.85155557,Michigan,48430,2603
Feral Public House,brewpub,1109 Washington St,Vancouver,Washington,98660,-122.6723137,45.63010593,Washington,98660,2604
Ferguson Brewing Co,brewpub,418 S Florissant Rd,Saint Louis,Missouri,63135-2716,-90.3023163,38.7383895,Missouri,63135,2605
Fermaentra,micro,1715 E Evans Ave,Denver,Colorado,80210-4601,-104.9428631,39.6784277,Colorado,80210,2606
Ferment.Drink.Repeat,micro,2636 San Bruno Ave,San Francisco,California,94134-1507,-122.4039991,37.72833678,California,94134,2607
Fermentery Form,micro,161 Cecil B Moore Ave,Philadelphia,Pennsylvania,19122-3234,-75.136886,39.976092,Pennsylvania,19122,2608
Fernson Brewing Company,micro,1400 E Robur Dr,Sioux Falls,South Dakota,57104-0582,-96.70852613,43.60785297,South Dakota,57104,2609
Fernson Downtown,brewpub,332 S Phillips Ave,Sioux Falls,South Dakota,57104-6319,-96.72658415,43.54377963,South Dakota,57104,2610
Ferrari Beer Company,micro,160 Ashford Ave,Dobbs Ferry,New York,10522-1906,-73.86161615,41.01452326,New York,10522,2611
Ferus Artisan Ales,planning,,Trussville,Alabama,35173-1480,-86.6084342,33.6196266,Alabama,35173,2612
Fetch Brewing Co,micro,100 W Colby St,Whitehall,Michigan,49461-1015,-86.3494848,43.4097727,Michigan,49461,2613
Fetish Brewing Co,micro,325 Ice Ave,Lancaster,Pennsylvania,17602-1930,-76.30114271,40.052413,Pennsylvania,17602,2615
Ffats Brewing Co - Production Only,micro,36447 Main St,Whitehall,Wisconsin,54773-9108,-91.3167513,44.3712155,Wisconsin,54773,2616
FH Beerworks,micro,521 S Tejon St,Colorado Springs,Colorado,80903-3928,-104.8237318,38.8260086,Colorado,80903,2617
Fibonacci Brewing Company,micro,1445 Compton Rd,Cincinnati,Ohio,45231-3559,-84.4805528,39.218908,Ohio,45231,2619
Fiction Beer Company,micro,7101 E Colfax Ave,Denver,Colorado,80220-1805,-104.8854207,39.7402188,Colorado,80220,2620
Fiddlehead Brewing,regional,6305 Shelburne Rd,Shelburne,Vermont,05482-4437,-73.2326193,44.3660621,Vermont,05482,2621
Fieldwork Brewing Co,regional,1160 6th St,Berkeley,California,94710-1247,-122.3022147,37.88157297,California,94710,2625
Fifth Frame Brewing Co.,proprietor,155 Saint Paul St,Rochester,New York,14604-1144,-77.61019544,43.15996034,New York,14604,2627
Fifth Hammer Brewing Company,micro,10-28 46th Ave,Long Island City,New York,11101-5217,-73.9515404,40.7464921,New York,11101,2628
Fifth Street Brewpub,brewpub,1600 E 5th St,Dayton,Ohio,45403-2304,-84.1881863,39.7572259,Ohio,45403,2629
Fifth Ward Brewing Company,micro,1009 S Main St,Oshkosh,Wisconsin,54902-6019,-88.5408574,44.0206919,Wisconsin,54902,2630
Fifty West Brewing Co,micro,7605 Wooster Pike,Cincinnati,Ohio,45227-3925,-84.4134859,39.11952,Ohio,45227,2632
Fifty West Brewing Co,brewpub,7668 Wooster Pike,Cincinnati,Ohio,45227-3926,-84.4134859,39.11952,Ohio,45227,2633
FiftyFifty Brewing Co,brewpub,11197 Brockway Rd Spc 1,Truckee,California,96161-3352,-120.1634145,39.32213777,California,96161,2634
FiftyFifty Brewing Production Facility,micro,10434 River Park Pl,Truckee,California,96161-5905,-120.1931724,39.32253237,California,96161,2635
FigLeaf Brewing Company,micro,3387 Cincinnati Dayton Rd,Middletown,Ohio,45044-8905,-84.34678975,39.46688114,Ohio,45044,2636
Figueroa Mountain Brewing,regional,45 Industrial Way,Buellton,California,93427-9565,-120.2022226,34.61068975,California,93427,2637
Figueroa Mountain Brewing - Arroyo Grande,brewpub,1462 E Grand Ave,Arroyo Grande,California,93420-2448,-120.6059582,35.12102175,California,93420,2638
Figueroa Mountain Brewing - Santa Barbara,micro,137 Anacapa St Ste F,Santa Barbara,California,93101-1848,-119.6908077,34.414758,California,93101,2639
Figueroa Mountain Brewing - Westlake Village,micro,30770 Russell Ranch Rd Ste E& # F,Westlake Village,California,91362-6314,-118.7954292,34.14758662,California,91362,2640
Figurehead Brewing Company,micro,4001 21st Ave W Unit B,Seattle,Washington,98199-1201,-122.3835563,47.65688785,Washington,98199,2642
Fillmore 13 Brewery,brewpub,7 N Saginaw St,Pontiac,Michigan,48342-2182,-83.292346,42.6369922,Michigan,48342,2643
Final Draft Brewing Company,brewpub,1600 California St,Redding,California,96001-1001,-122.3913371,40.5820505,California,96001,2644
Final Gravity Brewing Co,brewpub,103 N Phelps St,Decatur,Michigan,49045-1008,-85.97454749,42.10876694,Michigan,49045,2645
Final Gravity Brewing Co.,micro,6118 Lakeside Ave,Henrico,Virginia,23228,-77.46933476,37.61145549,Virginia,23228,2646
Final Gravity Brewing Company,micro,246 N Burdick St,Kalamazoo,Michigan,49007-3828,-85.58315888,42.29324471,Michigan,49007,2648
Finback Brewery,micro,78-01 77th Ave,Queens,New York,11385-7518,-73.8732597,40.7067227,New York,11385,2649
Finch Beer Company,micro,1800 W Walnut St,Chicago,Illinois,60612-2526,-87.6721651,41.8861899,Illinois,60612,2650
Findlay Brewing Co.,micro,213 E. Crawford St.,Findlay,Ohio,45840,-83.64817394,41.03767553,Ohio,45840,2651
Fine Creek Brewing Company,brewpub,2425 Robert E Lee Rd,Powhatan,Virginia,23139-4411,-77.81761305,37.59794,Virginia,23139,2652
Fins Big Oyster Brewery,brewpub,19269 Coastal Hwy,Rehoboth Beach,Delaware,19971-6113,-75.090191,38.7074994,Delaware,19971,2656
Fire Maker Brewing Company,micro,975 Chattahoochee Ave NW,Atlanta,Georgia,30318,-84.41943924,33.80024037,Georgia,30318,2658
Fire On the Mountain Brewing Co,brewpub,3443 NE 57th Ave,Portland,Oregon,97213-3351,-122.6049402,45.5480432,Oregon,97213,2659
Fired Up Brewing,brewpub,1235 S Main St,Colville,Washington,99114-9504,-117.9057561,48.540198,Washington,99114,2660
Firehouse Brewing Co,brewpub,610 Main St,Rapid City,South Dakota,57701-2736,-103.2275562,44.08144085,South Dakota,57701,2662
Firehouse Grill & Brewery,brewpub,111 S Murphy Ave,Sunnyvale,California,94086-6113,-122.03007,37.37738,California,94086,2663
Fireman's Brew,contract,6433 Topanga Canyon Blvd # 189,Woodland Hills,California,91303-2621,-118.6057591,34.1667962,California,91303,2664
Firestone Walker Barrelworks,micro,620 McMurray Rd,Buellton,California,93427-2511,-120.1883447,34.6248627,California,93427,2666
Firestone Walker Brewing Co,brewpub,3205 Washington Blvd,Marina del Rey,California,90292-5552,-118.4485365,33.98999791,California,90292,2667
Firestone Walker Brewing Co,regional,1400 Ramada Dr,Paso Robles,California,93446-3993,-120.6943059,35.59606059,California,93446,2668
Firetrucker Brewery,micro,716 SW 3rd St,Ankeny,Iowa,50023-2615,-93.60984369,41.7299268,Iowa,50023,2669
First Flight Island Restaurant & Brewery,brewpub,301 Whitehead St,Key West,Florida,33040-6542,-81.805413,24.557321,Florida,33040,2671
First Magnitude Brewing Company,micro,1220 SE Veitch St,Gainesville,Florida,32601-7917,-82.32429908,29.63983022,Florida,32601,2672
First Street Brewing,micro,119 N St Joseph Ave,Hastings,Nebraska,68901-7553,-98.3877198,40.5844989,Nebraska,68901,2675
First Water Brewing Company,planning,,Pasadena,California,91106-1420,-118.1444779,34.1476452,California,91106,2676
Fish Brewing Co,micro,514 Jefferson St SE,Olympia,Washington,98501-1467,-122.8954179,47.03437129,Washington,98501,2677
Fishale Taphouse and Grill,brewpub,7715 Front Beach Rd,Panama City Beach,Florida,32407-4813,-85.7855375,30.1823237,Florida,32407,2679
Fisher Brewing Company,micro,320 W 800 S,Salt Lake City,Utah,84101-2610,-111.8817247,40.75187347,Utah,84101,2680
Fishtown Brewing Co,brewpub,1101 Frankford Ave,Philadelphia,Pennsylvania,19125-4153,-75.0159588,40.0460129,Pennsylvania,19125,2681
Fitgers Brewhouse,brewpub,600 E Superior St,Duluth,Minnesota,55802-2222,-92.09046481,46.79280161,Minnesota,55802,2682
Five Boroughs Brewing Co,micro,215 47th St,Brooklyn,New York,11220-1009,-74.0144263,40.6505216,New York,11220,2684
Five Churches Brewing,brewpub,193 Arch St,New Britain,Connecticut,06051-2516,-72.782706,41.662994,Connecticut,06051,2685
Five Cities Brewing,micro,2255 Falcon Ave,Bettendorf,Iowa,52722,-90.50126378,41.57430518,Iowa,52722,2686
Five Dolar Ranch Brewing,micro,1570 Beet Rd,Walla Walla,Washington,99362,-118.4191129,46.0036876,Washington,99362,2687
Five Dons Brewing Co,micro,1158 11th Ave,Longview,Washington,98632-3110,-122.9326287,46.13418506,Washington,98632,2688
Five Suns Brewing,micro,701 Escobar St Ste C,Martinez,California,94553,-122.1370278,38.01851399,California,94553,2689
Five Threads Brewing Company,micro,31133 Via Colinas Ste 109,Westlake Village,California,91362-4525,-118.801724,34.1529112,California,91362,2690
Five Window Beer Co,micro,9 W Locust St,Lodi,California,95240-2137,-121.29526,38.136971,California,95240,2691
Flag City Brewing,micro,618 W 4th St,Webb City,Missouri,64870,-94.467058,37.156896,Missouri,64870,2693
"Flagship Brewery, LLC.",micro,40 Minthorne St,Staten Island,New York,10301-3241,-74.0756332,40.6372257,New York,10301,2694
Flagstaff Brewing Co,brewpub,16 E Route 66,Flagstaff,Arizona,86001-5792,-111.523296,35.2109064,Arizona,86001,2695
Flapjack Brewery,brewpub,6833 Stanley Ave,Berwyn,Illinois,60402-5289,-87.79436281,41.83342484,Illinois,60402,2696
Flat 12 Bierwerks,micro,414 Dorman St,Indianapolis,Indiana,46202-3648,-86.13847,39.77261486,Indiana,46202,2697
Flat Branch Pub and Brewing,brewpub,115 S 5th St,Columbia,Missouri,65201-4230,-92.33196896,38.95030013,Missouri,65201,2698
Flat Earth Brewing Co,micro,688 Minnehaha Ave E,Saint Paul,Minnesota,55106-4462,-93.07042082,44.96294245,Minnesota,55106,2699
Flat Fish Brewing,micro,126 N Wood Rd Ste 104,Camarillo,California,93010-8334,-119.0954656,34.21805471,California,93010,2700
Flat Tail Brewing Co,brewpub,202 SW 1st St,Corvallis,Oregon,97333-4727,-123.2598775,44.56196237,Oregon,97333,2701
Flat Top Mountain Brewery,micro,567 Main St E,Banner Elk,North Carolina,28604-8974,-81.86657602,36.16510256,North Carolina,28604,2702
Flatland Brewery,closed,"3140 Bluestem Dr, Ste 105",West Fargo,North Dakota,58078-8009,-96.88473642,46.8342508,North Dakota,58078,2705
Flatland Brewing Company,micro,9183 Survey Rd Ste 104,Elk Grove,California,95624-9712,-121.3567686,38.37684711,California,95624,2706
Flatrock Brewery,micro,621 N Perry St,Napoleon,Ohio,43545-1701,-84.1245567,41.39090717,Ohio,43545,2707
Flix Brewhouse,brewpub,2206 E 116th St,Carmel,Indiana,46032-3215,-86.0897644,39.9567195,Indiana,46032,2711
Flix Brewhouse,brewpub,3800 Merle Hay Rd,Des Moines,Iowa,50310-1305,-93.6997831,41.6306427,Iowa,50310,2712
Flix Brewhouse,brewpub,3236 La Orilla Rd NW,Albuquerque,New Mexico,87120-2630,-106.6815896,35.15878955,New Mexico,87120,2713
Flix Brewhouse - Madison,brewpub,85 East Towne Mall,Madison,Wisconsin,53704,-89.3040968,43.1283021,Wisconsin,53704,2716
Floating Bridge Brewing,micro,722 NE 45th St,Seattle,Washington,98105-4719,-122.3198017,47.6615295,Washington,98105,2717
Floodstage Ale Works,brewpub,170 S Main St,Brighton,Colorado,80601-1611,-104.8221009,39.98456564,Colorado,80601,2719
