City_ID,NAME,DP02_0001E,state,place,DP02_0025E
541,"Denver city, Colorado",326634,08,20000,301634
542,"Compton city, California",28820,06,15044,36837
543,"Concord city, California",46375,06,16000,49977
544,"Corona city, California",48905,06,16350,63309
545,"Roswell city, Georgia",37044,13,67284,36234
546,"Sandy Springs city, Georgia",52487,13,68516,43478
547,"Elgin city, Illinois",40585,17,23074,49114
548,"Evanston city, Illinois",31157,17,24582,32429
549,"Bloomington city, Indiana",31711,18,05860,36244
550,"Lynwood city, California",16079,06,44574,24612
551,"Metairie CDP, Louisiana",62315,22,50115,57750
552,"Lexington-Fayette urban county, Kentucky",139303,21,46027,129938
553,"Palo Alto city, California",24501,06,55282,25827
554,"Framingham city, Massachusetts",26320,25,24960,29348
555,"San Bernardino city, California",63331,06,65000,88842
556,"San Buenaventura (Ventura) city, California",42288,06,65042,46152
557,"Dearborn city, Michigan",35209,26,21000,41942
558,"San Diego city, California",521000,06,66000,597153
559,"North Las Vegas city, Nevada",85966,32,51800,106634
560,"Tulare city, California",20974,06,80644,25580
561,"Columbia city, Missouri",50572,29,15670,49044
562,"Turlock city, California",24885,06,80812,25627
563,"Tustin city, California",26762,06,80854,31881
564,"Yorba Linda city, California",24098,06,86832,26936
565,"Yuba City city, California",24176,06,86972,29051
566,"Missoula city, Montana",33744,30,50200,30561
567,"Pembroke Pines city, Florida",64378,12,55775,72305
568,"Pine Hills CDP, Florida",25752,12,56825,29730
569,"Plantation city, Florida",36564,12,57425,34571
570,"Poinciana CDP, Florida",21402,12,57900,25946
571,"Pompano Beach city, Florida",48363,12,58050,49250
572,"Conway city, Arkansas",25251,05,15190,25468
573,"Costa Mesa city, California",43711,06,16532,46787
574,"Hoover city, Alabama",36721,01,35896,36941
575,"Huntsville city, Alabama",96551,01,37000,88598
576,"Peoria city, Arizona",75479,04,54050,78981
577,"Savannah city, Georgia",59612,13,69000,56724
578,"Scottsdale city, Arizona",119122,04,65000,101520
579,"South Fulton city, Georgia",41405,13,72122,35479
580,"Rockford city, Illinois",59909,17,65000,56880
581,"Fairfield city, California",38097,06,23182,46143
582,"Carmel city, Indiana",39994,18,10342,39729
583,"Huntington Beach city, California",79930,06,36000,82517
584,"Indio city, California",34673,06,36448,38393
585,"Inglewood city, California",37972,06,36546,40663
586,"Sioux City city, Iowa",33659,19,73335,34366
587,"Shawnee city, Kansas",27114,20,64500,26653
588,"New Orleans city, Louisiana",158827,22,55000,146613
589,"Louisville/Jefferson County metro government (balance), Kentucky",264336,21,48006,246658
590,"Pasadena city, California",56992,06,56000,58921
591,"Haverhill city, Massachusetts",25293,25,29405,25381
592,"Springfield city, Massachusetts",57806,25,67000,58301
593,"San Francisco city, California",350796,06,67000,367492
594,"Grand Rapids city, Michigan",79486,26,34000,79560
595,"Paradise CDP, Nevada",78005,32,54600,78478
596,"South Gate city, California",24891,06,73080,36860
597,"Union City city, California",21637,06,81204,29294
598,"Rockville city, Maryland",25537,24,67675,26037
599,"Upland city, California",26052,06,81344,31371
600,"Port Charlotte CDP, Florida",29120,12,58350,27996
601,"Port St. Lucie city, Florida",77190,12,58715,90095
602,"Riverview CDP, Florida",40114,12,60950,43783
603,"Flagstaff city, Arizona",29435,04,23620,32844
604,"Phoenix city, Arizona",602039,04,55000,651731
605,"Tempe city, Arizona",77306,04,73000,85939
606,"Irvine city, California",111648,06,36770,119137
607,"Ames city, Iowa",25901,19,01855,31037
608,"Topeka city, Kansas",55844,20,71000,50183
609,"Perris city, California",19923,06,56700,32354
610,"Columbia CDP, Maryland",42050,24,19125,40056
611,"Lawrence city, Massachusetts",30366,25,34550,31426
612,"Detroit city, Michigan",251729,26,22000,234868
613,"San Jose city, California",322881,06,68000,415613
614,"San Leandro city, California",30977,06,68084,38229
615,"Reno city, Nevada",110993,32,60600,111501
616,"Vacaville city, California",33777,06,81554,45699
617,"Vallejo city, California",43906,06,81666,49608
618,"St. Petersburg city, Florida",111349,12,63000,102942
619,"Danbury city, Connecticut",33024,09,18430,35763
620,"Jonesboro city, Arkansas",30432,05,35710,28757
621,"Queen Creek town, Arizona",20981,04,58150,24989
622,"Warner Robins city, Georgia",30701,13,80508,31254
623,"Elk Grove city, California",53724,06,22020,66855
624,"Schaumburg village, Illinois",31569,17,68003,29365
625,"Skokie village, Illinois",23599,17,70122,27496
626,"Evansville city, Indiana",53896,18,22000,47371
627,"Fishers city, Indiana",35466,18,23278,41012
628,"Fort Wayne city, Indiana",109640,18,25000,102417
629,"Ankeny city, Iowa",27720,19,02305,26730
630,"Waterloo city, Iowa",29948,19,82425,27250
631,"West Des Moines city, Iowa",36066,19,83910,29474
632,"Wichita city, Kansas",156668,20,79000,154469
633,"Baton Rouge city, Louisiana",87440,22,05000,84535
