name,brewery_type,address_1,City,State,postal_code,longitude,latitude,state_x,zip_code,brewery_id,NAME,state_y,place,population_total,population_male,population_female,population_median_age,population_median_age_male,population_median_age_female,population_total_2,population_18_to_24,population_25_to_34,population_35_to_44,population_45_to_54,population_55_to_64,income_household,income_household_median,income_family_median,income_nonfamily_median,earnings_median,employment_total,employment_male,employment_female,occupancy_status_total,occupancy_status_occupied,occupancy_status_vacant
(405) Brewing Co,micro,1716 Topeka St,Norman,Oklahoma,73069-8224,-97.46818222,35.25738891,Oklahoma,73069,1,"Norman city, Oklahoma",40.0,52500.0,128087.0,63199.0,64888.0,32.5,32.4,32.7,687691.0,65220.0,107110.0,95415.0,79035.0,76201.0,14155.0,71963.0,59063.0,28261.0,31076.0,18444.0,44975.0,46495.0,57307.0,53446.0,3861.0
10 Barrel Brewing Co,large,1501 E St,San Diego,California,92101-6618,-117.129593,32.714813,California,92101,3,"San Diego city, California",6.0,66000.0,1381600.0,707804.0,673796.0,35.9,34.9,37.0,34070.0,2826.0,3995.0,4564.0,4380.0,4664.0,11759.0,93042.0,107093.0,74377.0,48579.0,1150367.0,502249.0,457320.0,555456.0,521000.0,34456.0
10 Barrel Brewing Co,large,62970 18th St,Bend,Oregon,97701-9847,-121.281706,44.08683531,Oregon,97701,4,"Bend city, Oregon",41.0,5800.0,102079.0,52159.0,49920.0,41.2,39.5,42.2,32768.0,550.0,3555.0,6510.0,6757.0,3153.0,25357.0,55398.0,86510.0,37802.0,49717.0,32362.0,32384.0,30907.0,47882.0,44620.0,3262.0
10 Barrel Brewing Co,large,1135 NW Galveston Ave Ste B,Bend,Oregon,97703-2465,-121.3288021,44.0575649,Oregon,97703,5,"Bend city, Oregon",41.0,5800.0,102079.0,52159.0,49920.0,41.2,39.5,42.2,32768.0,550.0,3555.0,6510.0,6757.0,3153.0,25357.0,55398.0,86510.0,37802.0,49717.0,32362.0,32384.0,30907.0,47882.0,44620.0,3262.0
10 Barrel Brewing Co,large,1411 NW Flanders St,Portland,Oregon,97209-2620,-122.6855056,45.5259786,Oregon,97209,6,"Portland city, Oregon",41.0,59000.0,642218.0,318808.0,323410.0,38.3,38.3,38.3,35579.0,2708.0,7539.0,4020.0,3619.0,4012.0,11598.0,36125.0,79590.0,40542.0,46590.0,50737.0,229443.0,227784.0,303483.0,286734.0,16749.0
10 Barrel Brewing Co - Bend Pub,large,62950 NE 18th St,Bend,Oregon,97701,-121.2809536,44.0912109,Oregon,97701,7,"Bend city, Oregon",41.0,5800.0,102079.0,52159.0,49920.0,41.2,39.5,42.2,32768.0,550.0,3555.0,6510.0,6757.0,3153.0,25357.0,55398.0,86510.0,37802.0,49717.0,32362.0,32384.0,30907.0,47882.0,44620.0,3262.0
10 Barrel Brewing Co - Boise,large,826 W Bannock St,Boise,Idaho,83702-5857,-116.202929,43.618516,Idaho,83702,8,"Boise City city, Idaho",16.0,8830.0,237457.0,118581.0,118876.0,37.2,36.5,37.7,63625.0,7633.0,11525.0,6952.0,5419.0,6707.0,22676.0,70217.0,87347.0,50980.0,39973.0,43999.0,78737.0,79071.0,104110.0,99250.0,4860.0
10 Barrel Brewing Co - Denver,large,2620 Walnut St,Denver,Colorado,80205-2231,-104.9853655,39.7592508,Colorado,80205,9,"Denver city, Colorado",8.0,20000.0,711463.0,358282.0,353181.0,35.1,35.1,35.1,20328.0,4138.0,3382.0,3208.0,2591.0,1527.0,8555.0,81630.0,105365.0,43326.0,50986.0,592643.0,259713.0,246522.0,351829.0,326634.0,25195.0
10 Torr Distilling and Brewing,micro,490 Mill St,Reno,Nevada,89502,-119.7732015,39.5171702,Nevada,89502,10,"Reno city, Nevada",32.0,60600.0,268843.0,135308.0,133535.0,36.3,36.0,36.6,109788.0,8751.0,17476.0,12462.0,15382.0,13199.0,88063.0,67478.0,73947.0,54345.0,38116.0,15970.0,88722.0,86298.0,116918.0,110993.0,5925.0
101 North Brewing Company,closed,1304 Scott St Ste D,Petaluma,California,94954-7100,-122.665055,38.27029381,California,94954,13,"Petaluma city, California",6.0,56784.0,59393.0,27755.0,31638.0,45.5,45.1,46.1,60755.0,6926.0,7060.0,9681.0,7329.0,7058.0,16067.0,102467.0,131616.0,61443.0,53478.0,49932.0,17782.0,18763.0,25458.0,24948.0,510.0
105 West Brewing Co,micro,1043 Park St,Castle Rock,Colorado,80109-1585,-104.8667206,39.38269495,Colorado,80109,14,"Castle Rock town, Colorado",8.0,12415.0,76366.0,36808.0,39558.0,35.6,36.5,34.9,106957.0,7154.0,12137.0,14510.0,15642.0,13190.0,39660.0,125657.0,137087.0,47455.0,62025.0,56465.0,24865.0,24891.0,28082.0,27249.0,833.0
11 Below Brewing Company,micro,6820 Bourgeois Rd,Houston,Texas,77066-3107,-95.5186591,29.9515464,Texas,77066,17,"Houston city, Texas",48.0,35000.0,2287047.0,1124951.0,1162096.0,34.8,34.7,35.0,22835.0,1704.0,5221.0,3563.0,2384.0,2402.0,9574.0,27153.0,104704.0,37383.0,33364.0,192072.0,772846.0,765525.0,1028763.0,924981.0,103782.0
12 West Brewing Company - Production Facility,micro,,Mesa,Arizona,85207,-111.5860662,33.436188,Arizona,85207,21,"Mesa city, Arizona",4.0,46000.0,509492.0,252457.0,257035.0,37.7,37.2,38.2,509492.0,44340.0,76031.0,64891.0,55321.0,63204.0,20799.0,69266.0,83116.0,47460.0,39493.0,406200.0,158187.0,157221.0,221995.0,199112.0,22883.0
122 West Brewing Co,closed,2416 Meridian St,Bellingham,Washington,98225-2405,-122.485982,48.7621709,Washington,98225,22,"Bellingham city, Washington",53.0,5280.0,92290.0,44429.0,47861.0,32.9,32.0,33.7,19565.0,1029.0,2876.0,3344.0,2163.0,2056.0,19368.0,122665.0,78707.0,74578.0,30407.0,20258.0,33988.0,33666.0,42715.0,40653.0,2062.0
127 Brewing,micro,3090 Shirley Dr,Jackson,Michigan,49201-7010,-84.43116792,42.28667212,Michigan,49201,23,"Jackson city, Michigan",26.0,41420.0,31346.0,14152.0,17194.0,31.9,31.0,32.6,73255.0,20697.0,11983.0,8179.0,5970.0,5529.0,21152.0,34989.0,59445.0,43383.0,26435.0,30390.0,9445.0,10573.0,14070.0,12283.0,1787.0
12Degree Brewing,brewpub,820 Main St,Louisville,Colorado,80027-1865,-105.1319826,39.9782443,Colorado,80027,24,"Louisville city, Colorado",8.0,46355.0,22911.0,11402.0,11509.0,42.2,40.8,43.3,77185.0,5784.0,9009.0,10001.0,9020.0,10105.0,13452.0,143077.0,153596.0,33996.0,65290.0,18452.0,7679.0,7484.0,9545.0,9080.0,465.0
13 Below Brewery,micro,7391 Forbes Rd,Cincinnati,Ohio,45233-1013,-84.70634815,39.12639764,Ohio,45233,26,"Cincinnati city, Ohio",39.0,15000.0,308913.0,146416.0,162497.0,32.5,31.9,33.3,368006.0,37919.0,63547.0,44335.0,41713.0,50529.0,19452.0,60726.0,69237.0,17058.0,32244.0,107339.0,98523.0,109998.0,160420.0,144929.0,15491.0
13 Virtues Brewing Co,brewpub,6410 SE Milwaukie Ave,Portland,Oregon,97202-5518,-122.6487531,45.4762536,Oregon,97202,28,"Portland city, Oregon",41.0,59000.0,642218.0,318808.0,323410.0,38.3,38.3,38.3,35579.0,2708.0,7539.0,4020.0,3619.0,4012.0,11598.0,36125.0,79590.0,40542.0,46590.0,50737.0,229443.0,227784.0,303483.0,286734.0,16749.0
14er Brewing Company,proprietor,2801 Walnut St,Denver,Colorado,80205-2235,-104.9839636,39.7614112,Colorado,80205,32,"Denver city, Colorado",8.0,20000.0,711463.0,358282.0,353181.0,35.1,35.1,35.1,20328.0,4138.0,3382.0,3208.0,2591.0,1527.0,8555.0,81630.0,105365.0,43326.0,50986.0,592643.0,259713.0,246522.0,351829.0,326634.0,25195.0
16 Lots Brewing,brewpub,753 Reading Rd,Mason,Ohio,45040-1303,-84.3183801,39.3545967,Ohio,45040,34,"Mason city, Ohio",39.0,48188.0,35087.0,15902.0,19185.0,41.9,43.6,40.0,32241.0,1989.0,4911.0,4237.0,3803.0,4494.0,10705.0,89818.0,101796.0,32428.0,56774.0,40303.0,11499.0,13816.0,13205.0,12538.0,667.0
1717 Brewing Co,micro,322 E Court Ave,Des Moines,Iowa,50309-2015,-93.6120353,41.5872267,Iowa,50309,38,"Des Moines city, Iowa",19.0,21000.0,212333.0,105192.0,107141.0,35.1,35.2,35.0,59118.0,6957.0,9013.0,6378.0,5755.0,7840.0,10350.0,60693.0,83093.0,31136.0,38262.0,64383.0,71833.0,69983.0,97957.0,90416.0,7541.0
1840 Brewing Company,micro,342 E Ward St,Milwaukee,Wisconsin,53207-1348,-87.90606942,43.00436242,Wisconsin,53207,43,"Milwaukee city, Wisconsin",55.0,53000.0,569326.0,275049.0,294277.0,32.3,31.2,33.1,27642.0,1764.0,2613.0,2705.0,3051.0,5509.0,17530.0,114080.0,109956.0,,32332.0,15646.0,178488.0,192146.0,257812.0,232362.0,25450.0
18th Street Brewery,micro,5725 Miller Ave,Gary,Indiana,46403-2871,-87.26887786,41.59928343,Indiana,46403,45,"Gary city, Indiana",18.0,27000.0,62035.0,26711.0,35324.0,36.3,37.6,35.6,33659.0,4148.0,3462.0,4579.0,2847.0,3739.0,10305.0,35468.0,47249.0,28330.0,31297.0,19046.0,15030.0,20325.0,36437.0,24454.0,11983.0
18th Street Brewery,micro,5417 Oakley Ave,Hammond,Indiana,46320-1817,-87.517422,41.61556796,Indiana,46320,46,"Hammond city, Indiana",18.0,31000.0,76991.0,38407.0,38584.0,37.4,34.8,38.1,23916.0,2126.0,2129.0,3086.0,3094.0,4488.0,11886.0,46248.0,90346.0,42586.0,31561.0,687369.0,25768.0,26566.0,33703.0,30737.0,2966.0
1912 Brewing,micro,2045 N Forbes Blvd Ste 105,Tucson,Arizona,85745-1444,-110.9927505,32.24673727,Arizona,85745,48,"Tucson city, Arizona",4.0,77000.0,543215.0,271982.0,271233.0,33.6,32.8,34.6,97097.0,12076.0,15315.0,11351.0,7116.0,8544.0,36530.0,50306.0,61461.0,60109.0,30567.0,445020.0,183136.0,179304.0,242816.0,223068.0,19748.0
192 Brewing,micro,7324 NE 175th St,Kenmore,Washington,98028-2500,-122.2415652,47.75670075,Washington,98028,49,"Kenmore city, Washington",53.0,35170.0,24133.0,11894.0,12239.0,38.8,38.9,38.0,84478.0,8118.0,12839.0,10172.0,8607.0,9729.0,23054.0,81373.0,81174.0,38250.0,69924.0,51080.0,8549.0,7232.0,9390.0,8958.0,432.0
2 Feet Brewing Company,brewpub,80 Columbia St,Bangor,Maine,04401-6319,-68.77283099,44.80012684,Maine,04401,54,"Bangor city, Maine",23.0,2795.0,31922.0,14725.0,17197.0,42.4,41.3,43.7,23646.0,2212.0,3138.0,2468.0,3017.0,3242.0,16205.0,45700.0,55127.0,29979.0,36895.0,16492.0,9660.0,10863.0,16842.0,15542.0,1300.0
2 Row Brewing,micro,6856 S 300 W,Midvale,Utah,84047-1083,-111.9007652,40.5950202,Utah,84047,55,"Midvale city, Utah",49.0,49710.0,35939.0,17578.0,18361.0,32.7,34.4,32.0,64109.0,5440.0,10445.0,9786.0,7237.0,6728.0,7332.0,80281.0,106282.0,93202.0,37466.0,77235.0,11946.0,12382.0,15295.0,15198.0,97.0
2 Tones Brewing Co.,micro,4539 E Broad St,Whitehall,Ohio,43213-1308,-82.9118174,40.0030689,Ohio,43213,57,"Whitehall city, Ohio",39.0,84742.0,20357.0,9389.0,10968.0,31.7,30.3,33.6,21291.0,1606.0,2998.0,2170.0,1713.0,3271.0,11787.0,67028.0,76392.0,39454.0,29988.0,48570.0,5548.0,6343.0,8356.0,7766.0,590.0
2 Tread Brewing Co,brewpub,1018 Santa Rosa Plz,Santa Rosa,California,95401-6399,-122.7167729,38.4387767,California,95401,58,"Santa Rosa city, California",6.0,70098.0,176942.0,87012.0,89930.0,40.4,38.6,42.5,59700.0,3351.0,7276.0,9913.0,7385.0,7097.0,20509.0,86459.0,105179.0,56456.0,43117.0,145676.0,56242.0,57348.0,71553.0,68686.0,2867.0
2 Witches Winery and Brewing Company,micro,209 Trade St,Danville,Virginia,24541-3545,-79.42125553,36.58590349,Virginia,24541,60,"Danville city, Virginia",51.0,21344.0,42215.0,19718.0,22497.0,42.1,37.1,44.2,24276.0,3587.0,2395.0,2494.0,3787.0,3243.0,11386.0,103137.0,117623.0,33720.0,29666.0,44434.0,11140.0,13911.0,22187.0,18285.0,3902.0
210 Brewing Co,brewpub,3438 Stoluckquamish Ln,Arlington,Washington,98223-9056,-122.18421,48.215096,Washington,98223,62,"Arlington city, Washington",53.0,2585.0,23236.0,11701.0,11535.0,34.9,32.2,35.7,87061.0,8966.0,13674.0,12508.0,9928.0,11892.0,61440.0,151422.0,179073.0,39422.0,45133.0,15008.0,8017.0,7609.0,8111.0,7636.0,475.0
217 Brew Works,micro,217 South St S,Wilson,North Carolina,27893-4911,-77.9120318,35.7227625,North Carolina,27893,64,"Wilson city, North Carolina",37.0,74540.0,47731.0,21409.0,26322.0,38.8,38.3,41.3,250337.0,28724.0,37105.0,31074.0,27515.0,31226.0,31426.0,61861.0,99153.0,36416.0,31477.0,48159.0,13287.0,15992.0,21807.0,19479.0,2328.0
21st Amendment Brewery,regional,2010 Williams St Unit A,San Leandro,California,94577-2334,-122.1772928,37.71130036,California,94577,65,"San Leandro city, California",6.0,68084.0,88878.0,44727.0,44151.0,43.3,41.5,44.6,29010.0,2103.0,3715.0,4332.0,3549.0,3714.0,9197.0,84017.0,97777.0,86182.0,43141.0,75968.0,30485.0,30757.0,32100.0,30977.0,1123.0
21st Amendment Brewery Cafe,brewpub,563 2nd St,San Francisco,California,94107-1411,-122.3925769,37.782448,California,94107,66,"San Francisco city, California",6.0,67000.0,815201.0,417313.0,397888.0,40.4,40.1,41.0,38670.0,2465.0,5049.0,6244.0,4938.0,5346.0,13112.0,121826.0,150429.0,66875.0,76010.0,713617.0,299502.0,271633.0,412269.0,350796.0,61473.0
21st St Brewers Bar,brewpub,2017 Chouteau Ave,St. Louis,Missouri,63103,-90.213781,38.624291,Missouri,63103,67,"St. Louis city, Missouri",29.0,65000.0,293310.0,143041.0,150269.0,36.8,36.0,37.7,58131.0,3086.0,7839.0,8876.0,5167.0,9842.0,9062.0,49965.0,50893.0,41031.0,37696.0,19353.0,99337.0,101975.0,173493.0,139736.0,33757.0
23rd Street Brewery,brewpub,3512 Clinton Pkwy,Lawrence,Kansas,66047-2145,-95.28093353,38.9429674,Kansas,66047,70,"Lawrence city, Kansas",20.0,38900.0,95251.0,47846.0,47405.0,31.3,32.8,30.2,37174.0,3872.0,5859.0,6098.0,3983.0,3546.0,11935.0,52475.0,91728.0,28801.0,26878.0,50093.0,36620.0,33643.0,44551.0,41041.0,3510.0
26 Degree Brewing Company,micro,2600 E Atlantic Blvd,Pompano Beach,Florida,33062-4940,-80.1224169,26.2316338,Florida,33062,71,"Pompano Beach city, Florida",12.0,58050.0,111356.0,57329.0,54027.0,41.8,42.2,41.7,65671.0,4325.0,5561.0,5686.0,7241.0,12098.0,29385.0,53737.0,65401.0,47877.0,36080.0,58527.0,38349.0,35179.0,61793.0,48363.0,13430.0
2C Family Brewing Co.,micro,1215 1st St S,Nampa,Idaho,83651-3957,-116.559282,43.578989,Idaho,83651,73,"Nampa city, Idaho",16.0,56260.0,106186.0,53203.0,52983.0,34.5,34.2,35.3,57090.0,7799.0,8485.0,8186.0,6578.0,5112.0,16095.0,63471.0,79416.0,90372.0,33846.0,35108.0,35168.0,32917.0,38826.0,37666.0,1160.0
2Kids Brewing Company,micro,8680 Miralani Dr Ste 123,San Diego,California,92126-6391,-117.137429,32.896584,California,92126,74,"San Diego city, California",6.0,66000.0,1381600.0,707804.0,673796.0,35.9,34.9,37.0,34070.0,2826.0,3995.0,4564.0,4380.0,4664.0,11759.0,93042.0,107093.0,74377.0,48579.0,1150367.0,502249.0,457320.0,555456.0,521000.0,34456.0
2nd Shift Brewing Co,brewpub,1601 Sublette Ave,St. Louis,Missouri,63110-1924,-90.280526,38.621943,Missouri,63110,75,"St. Louis city, Missouri",29.0,65000.0,293310.0,143041.0,150269.0,36.8,36.0,37.7,58131.0,3086.0,7839.0,8876.0,5167.0,9842.0,9062.0,49965.0,50893.0,41031.0,37696.0,19353.0,99337.0,101975.0,173493.0,139736.0,33757.0
3 Daughters Brewing,micro,222 22nd St S,Saint Petersburg,Florida,33712-1240,-82.6629721,27.76899022,Florida,33712,79,"St. Petersburg city, Florida",12.0,63000.0,258214.0,123464.0,134750.0,41.9,41.1,42.6,60676.0,6153.0,10649.0,9269.0,7204.0,7030.0,23885.0,64141.0,79734.0,35395.0,39579.0,49721.0,78242.0,86542.0,137046.0,111349.0,25697.0
3 Iron Brewing Company,micro,898 Via Lata Ste A,Colton,California,92324-3920,-117.3066993,34.05616889,California,92324,82,"Colton city, California",6.0,14890.0,54286.0,26659.0,27627.0,35.3,36.8,33.5,93584.0,9924.0,12950.0,12313.0,13594.0,11033.0,28820.0,65778.0,71815.0,73320.0,33726.0,43106.0,17906.0,17927.0,19455.0,18651.0,804.0
"3 Keys Brewing Company, LLC",brewpub,2505 Manatee Ave E,Bradenton,Florida,34208-2421,-82.53393502,27.49645026,Florida,34208,83,"Bradenton city, Florida",12.0,7950.0,55895.0,26504.0,29391.0,48.4,47.4,49.8,116994.0,7634.0,20908.0,19512.0,14024.0,13212.0,9690.0,47421.0,61337.0,61414.0,31883.0,45797.0,14331.0,15048.0,31980.0,24841.0,7139.0
7venth Sun Tampa,micro,6809 N Nebraska Ave,Tampa,Florida,33604-5660,-82.4500207,27.9495902,Florida,33604,84,"Tampa city, Florida",12.0,71000.0,387037.0,190098.0,196939.0,35.8,35.6,35.9,25558.0,1173.0,2382.0,2834.0,2814.0,5306.0,10498.0,63404.0,80390.0,32743.0,41792.0,23055.0,129657.0,128671.0,172886.0,159925.0,12961.0
3 Nations Brewing,micro,2405 Squire Pl Ste 200,Farmers Branch,Texas,75234-4714,-96.89883128,32.93044336,Texas,75234,85,"Farmers Branch city, Texas",48.0,25452.0,36450.0,18416.0,18034.0,35.7,35.0,37.4,25249.0,755.0,3417.0,4750.0,2374.0,1463.0,27696.0,144642.0,132953.0,45469.0,43527.0,712123.0,12730.0,12531.0,17914.0,16245.0,1669.0
3 Sheeps Brewing Co,micro,1837 North Ave,Sheboygan,Wisconsin,53083-4620,-87.73006524,43.77384561,Wisconsin,53083,86,"Sheboygan city, Wisconsin",55.0,72975.0,49929.0,25376.0,24553.0,39.1,36.3,41.3,22257.0,1019.0,2796.0,2683.0,3243.0,3101.0,11406.0,50857.0,76067.0,,32083.0,59477.0,15308.0,15152.0,23351.0,22094.0,1257.0
3 Trails Brewing Co,micro,111 N Main St ,Independence,Missouri,64050,-94.41265,39.122385,Missouri,64050,90,"Independence city, Missouri",29.0,35000.0,122083.0,59554.0,62529.0,43.7,40.5,46.8,42760.0,4280.0,6447.0,6375.0,4162.0,5183.0,20107.0,52919.0,55176.0,40162.0,35435.0,17472.0,36773.0,38321.0,57486.0,53057.0,4429.0
32 North Brewing Co,closed,8655 Production Ave Ste A,San Diego,California,92121-2258,-117.1649842,32.88313237,California,92121,93,"San Diego city, California",6.0,66000.0,1381600.0,707804.0,673796.0,35.9,34.9,37.0,34070.0,2826.0,3995.0,4564.0,4380.0,4664.0,11759.0,93042.0,107093.0,74377.0,48579.0,1150367.0,502249.0,457320.0,555456.0,521000.0,34456.0
3cross Fermentation Cooperative,micro,4 Knowlton Ave,Worcester,Massachusetts,01603,-71.83057593,42.24364875,Massachusetts,01603,99,"Worcester city, Massachusetts",25.0,82000.0,205917.0,99262.0,106655.0,33.6,33.2,33.9,22300.0,3231.0,3316.0,2902.0,1607.0,2615.0,8235.0,63194.0,58405.0,36274.0,36125.0,107211.0,70872.0,74260.0,82375.0,76065.0,6310.0
3Halves Brewing Co,brewpub,110 E Kansas St,Liberty,Missouri,64068-2374,-94.4190247,39.2461993,Missouri,64068,100,"Liberty city, Missouri",29.0,42032.0,30379.0,14564.0,15815.0,38.3,37.3,40.2,21599.0,1221.0,4344.0,2480.0,1574.0,2331.0,13309.0,75818.0,103544.0,36725.0,49479.0,27911.0,8977.0,9534.0,12230.0,11695.0,535.0
3rd Turn Brewing,micro,10408 Watterson Trl,Louisville,Kentucky,40299-3702,-85.56656078,38.19322725,Kentucky,40299,104,"Louisville/Jefferson County metro government (balance), Kentucky",21.0,48006.0,628577.0,305076.0,323501.0,37.9,36.7,39.0,30829.0,2074.0,4373.0,4569.0,3928.0,3555.0,24846.0,57182.0,60844.0,82952.0,35859.0,20383.0,197968.0,205784.0,288859.0,264336.0,24523.0
4 By 4 Brewing Company,micro,2811 E Galloway St Ste A,Springfield,Missouri,65804-4601,-93.239889,37.147986,Missouri,65804,106,"Springfield city, Missouri",29.0,70000.0,169850.0,82867.0,86983.0,32.8,32.4,33.3,34626.0,4359.0,5291.0,4921.0,2933.0,5299.0,10095.0,41808.0,110473.0,35184.0,27689.0,93390.0,57599.0,57548.0,83888.0,79232.0,4656.0
4 Hands Brewing Co,regional,1220 S 8th St,St. Louis,Missouri,63104-3610,-90.19762012,38.61526593,Missouri,63104,107,"St. Louis city, Missouri",29.0,65000.0,293310.0,143041.0,150269.0,36.8,36.0,37.7,58131.0,3086.0,7839.0,8876.0,5167.0,9842.0,9062.0,49965.0,50893.0,41031.0,37696.0,19353.0,99337.0,101975.0,173493.0,139736.0,33757.0
4 Stitch Brewing Co,nano,7 192nd St SW,Bothell,Washington,98012,-122.2328187,47.82525617,Washington,98012,109,"Bothell city, Washington",53.0,7380.0,51331.0,25170.0,26161.0,36.0,36.3,35.7,21698.0,1472.0,2757.0,4200.0,3807.0,3050.0,9267.0,58673.0,131920.0,46909.0,73012.0,19804.0,15944.0,16560.0,20896.0,20417.0,479.0
411 Broadway Ales,planning,,Fresno,California,93721-2801,-119.7088613,36.7295295,California,93721,112,"Fresno city, California",6.0,27000.0,544500.0,270529.0,273971.0,32.9,32.2,33.5,141875.0,14429.0,25407.0,14615.0,19339.0,17146.0,48423.0,61250.0,69831.0,57670.0,35253.0,410825.0,170969.0,171306.0,188756.0,181841.0,6915.0
4204 Main Street Brewing Co,brewpub,4204 W Main St,Belleville,Illinois,62226,-90.02053343,38.53796122,Illinois,62226,115,"Belleville city, Illinois",17.0,4845.0,41752.0,18584.0,23168.0,38.0,35.9,38.6,21450.0,2237.0,3089.0,2268.0,2521.0,2430.0,9384.0,54501.0,70238.0,23737.0,35801.0,19076.0,12063.0,14008.0,19349.0,16575.0,2774.0
47 Hills Brewing Co,brewpub,137 S Linden Ave,South San Francisco,California,94080-6410,-122.4136168,37.64425595,California,94080,117,"South San Francisco city, California",6.0,73262.0,64256.0,31787.0,32469.0,40.5,37.4,43.8,59242.0,5157.0,9465.0,7707.0,8292.0,7157.0,16145.0,107228.0,126797.0,67514.0,61105.0,52299.0,22039.0,21293.0,23535.0,22909.0,626.0
49th State Brewing Co - Anchorage,brewpub,717 W 3rd Ave,Anchorage,Alaska,99501-2104,-149.8958196,61.2197366,Alaska,99501,119,"Anchorage municipality, Alaska",2.0,3000.0,288121.0,147647.0,140474.0,35.2,33.9,36.0,288121.0,27344.0,47051.0,42922.0,32763.0,32652.0,109584.0,86654.0,109002.0,48842.0,43506.0,225620.0,97726.0,91283.0,119808.0,109584.0,10224.0
4th Tap Brewing Cooperative,micro,10615 Metric Blvd,Austin,Texas,78758-4520,-97.7118913,30.3852024,Texas,78758,123,"Austin city, Texas",48.0,5000.0,964000.0,490445.0,473555.0,34.4,34.2,34.6,27154.0,2035.0,2674.0,4397.0,2769.0,3115.0,9045.0,51001.0,58957.0,46952.0,50246.0,41193.0,364033.0,343670.0,469156.0,449399.0,19757.0
5 North Brewing Company,brewpub,6501 N Cedar Rd,Spokane,Washington,99208,-117.4328496,47.71758683,Washington,99208,127,"Spokane city, Washington",53.0,67000.0,229065.0,113856.0,115209.0,35.7,35.2,36.1,105912.0,9706.0,16950.0,13952.0,12485.0,13172.0,10200.0,77141.0,90883.0,22006.0,36755.0,27478.0,75049.0,72513.0,99251.0,94748.0,4503.0
5 Rabbit Cerveceria Inc,micro,6398 W 74th St,Chicago,Illinois,60638-6129,-87.6572069,41.7595502,Illinois,60638,128,"Chicago city, Illinois",17.0,14000.0,2696561.0,1309551.0,1387010.0,35.8,35.2,36.5,26904.0,2438.0,3524.0,3371.0,2637.0,4524.0,24737.0,66576.0,67803.0,49270.0,43752.0,66176.0,907921.0,931335.0,1272191.0,1139537.0,132654.0
5 Rights Brewing Co,micro,1514 3rd St,Marysville,Washington,98270,-122.1762906,48.05156015,Washington,98270,129,"Marysville city, Washington",53.0,43955.0,71151.0,36830.0,34321.0,36.6,36.7,36.5,25441.0,1338.0,1965.0,3699.0,4935.0,3336.0,6225.0,117937.0,97250.0,37552.0,48880.0,17193.0,24406.0,21685.0,26570.0,25906.0,664.0
5 Seasons Brewing Co - Prado,brewpub,5600 Roswell Rd,Sandy Springs,Georgia,30342-1150,-84.3796711,33.9078086,Georgia,30342,131,"Sandy Springs city, Georgia",13.0,68516.0,107179.0,50101.0,57078.0,37.2,37.4,36.7,147087.0,21195.0,25093.0,18760.0,12226.0,17357.0,25514.0,94456.0,143476.0,51209.0,61714.0,46515.0,36195.0,39730.0,54061.0,52487.0,1574.0
5 Stones Artisan Brewery,micro,11335 Farm To Market Road 1863,New Braunfels,Texas,78132,-98.232345,29.711365,Texas,78132,133,"New Braunfels city, Texas",48.0,50820.0,96630.0,48877.0,47753.0,37.0,33.9,38.2,70212.0,5430.0,9637.0,8288.0,9794.0,9752.0,50598.0,61964.0,67268.0,83121.0,37185.0,92024.0,31704.0,30754.0,41529.0,37815.0,3714.0
5150 Brewing At The Brass Tap Rocklin,micro,5150 Commons Dr Ste 101,Rocklin,California,95677-3925,-121.207331,38.8047402,California,95677,135,"Rocklin city, California",6.0,62364.0,72986.0,36083.0,36903.0,38.0,37.5,38.5,44404.0,5900.0,6196.0,7331.0,3469.0,4004.0,16105.0,107520.0,126030.0,65208.0,60557.0,57462.0,23594.0,23917.0,26221.0,25528.0,693.0
559 Local Brewing,micro,608 4th St,Clovis,California,93612-1183,-119.7017487,36.82517171,California,93612,140,"Clovis city, California",6.0,14218.0,122985.0,58759.0,64226.0,33.7,34.1,32.8,42564.0,4312.0,8637.0,5877.0,5676.0,4577.0,12528.0,84837.0,98276.0,30978.0,45800.0,89132.0,35778.0,38530.0,40037.0,38762.0,1275.0
5th Line Brewing Co,micro,1015 E Lincoln Ave Ste 106,Yakima,Washington,98901,-120.4930458,46.61136701,Washington,98901,144,"Yakima city, Washington",53.0,80010.0,96565.0,48330.0,48235.0,36.2,32.8,38.8,48021.0,3995.0,7522.0,6639.0,5519.0,6752.0,12078.0,36657.0,101911.0,11526.0,31940.0,21695.0,28619.0,29943.0,38297.0,37282.0,1015.0
6 & 40 Brewery/Taproom,planning,,Lakewood,Colorado,80215-5548,-105.1100582,39.6311085,Colorado,80215,146,"Lakewood city, Colorado",8.0,43000.0,156612.0,77950.0,78662.0,39.4,38.5,40.7,45884.0,3144.0,6380.0,5441.0,4804.0,7710.0,43519.0,77122.0,95805.0,58023.0,47722.0,134164.0,54223.0,52123.0,75300.0,70751.0,4549.0
612 Brew,micro,945 Broadway St NE,Minneapolis,Minnesota,55413-1471,-93.2062058,45.000631,Minnesota,55413,152,"Minneapolis city, Minnesota",27.0,43000.0,425338.0,216404.0,208934.0,33.5,33.6,33.3,53266.0,2171.0,8243.0,5233.0,6167.0,8094.0,17389.0,69397.0,146952.0,34526.0,41098.0,18623.0,159984.0,149563.0,203633.0,188681.0,14952.0
