name,brewery_type,address_1,city,state_province,postal_code,longitude,latitude,state,zip_code,brewery_id
Castle Rock Beer Company,micro,514 Perry St Ste C106,Castle Rock,Colorado,80104-1711,-104.851258189,39.370248237,Colorado,80104,1590
Castleburg Brewery,micro,1626 Ownby Ln,Richmond,Virginia,23220-1317,-77.458322913,37.55035802,Virginia,23220,1591
Catalina Brewing Company,micro,6918 N Camino Martin,Tucson,Arizona,85741-2281,-111.027991205,32.325835663,Arizona,85741,1593
Catawba Brewing Co - Asheville,micro,63 Brook St Ste 1,Asheville,North Carolina,28803-2685,-82.522250223,35.533477954,North Carolina,28803,1596
Catawba Brewing Co - Charlotte,micro,933 Louise Ave Ste 105,Charlotte,North Carolina,28204-2299,-80.8378487,35.211494342,North Carolina,28204,1597
Catawba Island Brewing Company,micro,2330 East Harbor Rd,Port Clinton,Ohio,43452-1517,-82.968874803,41.536587419,Ohio,43452,1598
Cave Mountain Brewing Co,brewpub,5359 State Route 23,Windham,New York,12496-5906,-74.256702151,42.318317189,New York,12496,1603
Cavern Brewing At Lowes Foods,brewpub,1381 Old Mill Cir Ste 200,Winston Salem,North Carolina,27103-1497,-80.305326164,36.065314868,North Carolina,27103,1605
CB Craft Brewers,micro,300 Village Square Blvd,Honeoye Falls,New York,14472-1180,-77.579314306,42.965160887,New York,14472,1607
Cedar Creek Brewery,brewpub,336 E Cedar Creek Pkwy,Seven Points,Texas,75143-8395,-96.234752522,32.399497675,Texas,75143,1609
Cedar Creek Brewing Co.,micro,3820 Leonard Rd,Martinsville,Indiana,46151-5600,-86.419126024,39.445230993,Indiana,46151,1610
Cedar Point Brewery,planning,,Scituate,Massachusetts,02066-1317,-70.754926273,42.199563337,Massachusetts,02066,1612
Cedar Run Brewery,planning,,Nokesville,Virginia,20181-2506,-77.54987274,38.691827865,Virginia,20181,1613
Cedar Springs Brewing Company,brewpub,95 N Main # 34,Cedar Springs,Michigan,49319-5140,-85.54115751,43.220492163,Michigan,49319,1614
Celis Brewery,micro,10001 Metic Blvd.,Austin,Texas,78758,-97.707104946,30.381169289,Texas,78758,1615
Cellar West Artisan Ales,micro,1001 Lee Hill Dr Ste 10,Boulder,Colorado,80302-9471,-105.27692744,40.016802255,Colorado,80302,1617
Cellar Works Brewing Co.,micro,110 S Pike Rd Ste 205,Sarver,Pennsylvania,16055-9682,-79.756190549,40.706280377,Pennsylvania,16055,1618
"Cellarmen's Meadery, Microbrewery and Cidery",micro,24310 John R Rd,Hazel Park,Michigan,48030-1112,-83.098255798,42.460692326,Michigan,48030,1621
Center of the Universe Brewing Co,micro,11293 Air Park Rd,Ashland,Virginia,23005-3436,-77.474533732,37.747386588,Virginia,23005,1623
Center Pivot,planning,,Quinter,Kansas,67752,-100.2400738,39.068399192,Kansas,67752,1624
Center Square Brewing / Altland House,brewpub,1 Center Sq,Abbottstown,Pennsylvania,17301-9502,-76.995202316,39.890097823,Pennsylvania,17301,1625
Center Street Brewing Company,planning,,Wallingford,Connecticut,06492,-72.817941826,41.461446137,Connecticut,06492,1626
Central 28 Beer Company,micro,290 Springview Commerce Dr Ste 1,Debary,Florida,32713-4848,-81.312647624,28.887294485,Florida,32713,1628
Cervecentro,planning,,Miami,Florida,33181-3404,-80.15773154,25.897128282,Florida,33181,1638
Cerveza Guajira,planning,,Miami,Florida,33137,-80.189741693,25.817380912,Florida,33137,1640
CH Evans Brewing Co/Albany Pump Station,brewpub,19 Quackenbush Sq,Albany,New York,12207-2311,-73.751962475,42.652197657,New York,12207,1641
Chafunkta Brewing Co,micro,69123 Skybrook Rd. STE E,Mandeville,Louisiana,70471-7777,-90.082895457,30.40059789,Louisiana,70471,1642
"Chaos Mountain Brewing, LLC",micro,3135 Dillons Mill Rd,Callaway,Virginia,24067-2615,-80.036531079,37.011546877,Virginia,24067,1653
Chapel Brewing,micro,15 Hester St E,Dundas,Minnesota,55019-3942,-93.124193137,44.414409084,Minnesota,55019,1654
Chapman's Brewing Company,planning,,Wabash,Indiana,46992-3131,-85.828488014,40.798361389,Indiana,46992,1657
Chappapeela Farms Brewery,micro,57542 Hillcrest School Rd,Amite,Louisiana,70422-4922,-90.479294621,30.729572778,Louisiana,70422,1658
Charlie and Jakes Brewery and Grille,brewpub,6300 N Wickham Rd Ste 137,Melbourne,Florida,32940-2037,-80.699588799,28.227855464,Florida,32940,1661
Charlton Beer Company,micro,,Charlton,Massachusetts,01507,-71.983598806,42.138542,Massachusetts,01507,1663
Chattahoochee Brewing Co,micro,505 13th St Ste A,Phenix City,Alabama,36867-5128,-85.020730605,32.487490284,Alabama,36867,1669
Chelsea Alehouse Brewery,brewpub,420 N Main St Ste 100,Chelsea,Michigan,48118-1299,-84.014250186,42.315706351,Michigan,48118,1679
Cheluna Brewing Company,micro,2501 Dallas St Unit 148,Aurora,Colorado,80010-1045,-104.861046263,39.744260235,Colorado,80010,1681
Cheshmeh Brewing Co,planning,,White Plains,New York,10605-3517,-73.751846061,41.011505663,New York,10605,1685
CHILLAX Brewing Company LLC,planning,,Milford,Michigan,48381-2243,-83.597753134,42.572622351,Michigan,48381,1692
Chilly Water Brewing Company,brewpub,719 Virginia Ave Ste 105,Indianapolis,Indiana,46203-1976,-86.113341223,39.740483897,Indiana,46203,1693
ChopHouse and Brewery - Denver,brewpub,1735 19th St Ste 100,Denver,Colorado,80202-6002,-104.996682386,39.750477157,Colorado,80202,1698
Church Owl Beer,micro,,Stratford,Connecticut,06615-7320,-73.135212324,41.177934697,Connecticut,06615,1707
Church Street Brewing Company,micro,1480 Industrial Dr Ste C,Itasca,Illinois,60143-1857,-88.019564855,41.972456579,Illinois,60143,1708
Cigar City Airport Location,planning,,Tampa,Florida,33607,-82.506096418,27.961222092,Florida,33607,1711
Circle Brewing Company,micro,2340 W Braker Ln Ste B,Austin,Texas,78758-4542,-97.707104946,30.381169289,Texas,78758,1719
City Built Brewing Company,brewpub,820 Monroe Ave NW Ste 155,Grand Rapids,Michigan,49503-1413,-85.656900647,42.962921342,Michigan,49503,1726
City Steam Brewery,brewpub,942 Main St Lbby 3,Hartford,Connecticut,06103-1215,-72.675221504,41.767592675,Connecticut,06103,1730
City-State Brewing Company,planning,,Washington,District of Columbia,20017-2518,-76.991806754,38.939960437,District of Columbia,20017,1731
Civilian Brewing Corps,planning,,Bloomington,Indiana,47403-9658,-86.565212283,39.133500289,Indiana,47403,1734
CL River Outpost Brewing,brewpub,5 John Walsh Blvd,Peekskill,New York,10566,-73.914884471,41.290573964,New York,10566,1736
Clam Lake Beer Co,brewpub,106 S Mitchell St Ste A,Cadillac,Michigan,49601-2177,-85.464443554,44.241053875,Michigan,49601,1741
Clermont Brewing Company,planning,,Clermont,Florida,34711-2108,-81.736943754,28.516143381,Florida,34711,1749
Climbing Bines Craft Ale Company,micro,511 Hanson Point Rd,Penn Yan,New York,14527-9718,-77.05634915,42.654847171,New York,14527,1755
Clouds Brewing,micro,1233 Front St Ste E,Raleigh,North Carolina,27609-7534,-78.629297414,35.839831296,North Carolina,27609,1762
CNB Brewpub,planning,,Sarasota,Florida,34242-3811,-82.549442036,27.27120061,Florida,34242,1765
CO-Brew,micro,1133 N Broadway,Denver,Colorado,80203-2106,-104.983315967,39.730809092,Colorado,80203,1766
Coal Mine Ave Brewing Company,micro,9719 W Coal Mine Ave Unit A,Littleton,Colorado,80123-8000,-105.04709786,39.61006429,Colorado,80123,1770
Coal Tipple Brewery / Kramer Farms,micro,1905 Steubenville Rike,Burgettstown,Pennsylvania,15021,-80.424236819,40.386442377,Pennsylvania,15021,1771
COAST Brewing Co,micro,1250 N 2nd St,North Charleston,South Carolina,29405-1804,-79.985002658,32.860774113,South Carolina,29405,1773
Coastal Bend Brewing,planning,,Corpus Christi,Texas,78418-6697,-97.276566801,27.63437906,Texas,78418,1774
Coastal Empire Beer Co,micro,79 Ross Rd,Savannah,Georgia,31405-1660,-81.12907109,32.04118489,Georgia,31405,1775
Coda Brewing Company,planning,,Golden,Colorado,80401,-105.209719715,39.743470695,Colorado,80401,1779
Cold Fusion Brewing LLC,micro,4711 Morton Place Way,Knoxville,Tennessee,37912-4162,-83.98757361,35.998247045,Tennessee,37912,1790
Cold Harbor Brewing Company,micro,108 Milk St Ste 6,Westborough,Massachusetts,01581-1228,-71.626692073,42.274332835,Massachusetts,01581,1791
Coles Road Brewing,planning,,Cromwell,Connecticut,06416-1113,-72.667322872,41.611543959,Connecticut,06416,1797
Collection Brewing Company,planning,,Raleigh,North Carolina,27614-8519,-78.629589367,35.948355972,North Carolina,27614,1799
College Point Brewery,planning,,College Point,New York,11356-2715,-73.844767463,40.785979586,New York,11356,1800
Colludium Brewery,planning,,Hattiesburg,Mississippi,39401,-89.300768088,31.300930803,Mississippi,39401,1803
Colorado Mountain Brewery At the Roundhouse,brewpub,600 S 21st St Unit 180,Colorado Springs,Colorado,80904-3714,-104.864266207,38.851765612,Colorado,80904,1809
Comanche Creek Brewing Co,micro,225 Comanche Creek Road,Eagle Nest,New Mexico,87718,-105.2570601,36.554474,New Mexico,87718,1817
Combustion Brewery,micro,80 W Church St Ste 101,Pickerington,Ohio,43147-1484,-82.761864784,39.906595308,Ohio,43147,1818
"Common Bond Brewers, LLC",micro,424 Bibb Street Suite 150,Montgomery,Alabama,36104,-86.309474346,32.376185559,Alabama,36104,1820
Common John Brewing Co,planning,,Manchester,Tennessee,37355-6064,-86.092041231,35.498582832,Tennessee,37355,1821
Common Roots Brewing Company,micro,58 Saratoga Ave,South Glens Falls,New York,12803-4837,-73.637785546,43.287687507,New York,12803,1822
Commoners Brewing Company,micro,1048 Copperfield Blvd Ste 101,Concord,North Carolina,28025,-80.56067973,35.390157481,North Carolina,28025,1825
Compadre Brewing,planning,,Aound Rock,Texas,78660,-97.610281351,30.445426919,Texas,78660,1831
Component Brewing Co,micro,2018 S 1st St Ste 207,Milwaukee,Wisconsin,53207,-87.899614932,42.982709876,Wisconsin,53207,1834
Comrade Brewing Company,micro,7667 E Iliff Ave Ste F,Denver,Colorado,80231-5361,-104.88815392,39.670109854,Colorado,80231,1835
Conflux Brewing,planning,,Missoula,Montana,59802-4418,-113.993950089,46.875708218,Montana,59802,1841
Conny Creek Brewing Co,micro,4323 Shearsburg Rd,New Kensington,Pennsylvania,15068-6845,-79.734139352,40.571943732,Pennsylvania,15068,1846
Conshohocken Brewing Co.,brewpub,739 E Elm St Ste B,Conshohocken,Pennsylvania,19428-2301,-75.298910045,40.082133048,Pennsylvania,19428,1849
Cooling Pond Brewery,planning,,Mineral,Virginia,23117,-77.893332115,37.974457156,Virginia,23117,1857
Copper Brothel Brewery,micro,3112 Hwy 83,Sonoita,Arizona,85637,-110.608109633,31.577466467,Arizona,85637,1867
Copper Kettle Brewing Company,micro,1338 S Valentia St Ste 100,Denver,Colorado,80247-2167,-104.878709343,39.691299285,Colorado,80247,1871
Copper Mine Brewing Co,micro,3455 S Palo Verde Rd STE 135,Tucson,Arizona,85713,-110.976356594,32.18815055,Arizona,85713,1872
Copper Trail Brewing Co.,micro,410 30th Ave E Ste 103,Alexandria,Minnesota,56308-4770,-95.380550263,45.884642988,Minnesota,56308,1874
Core Brewing - Hot Springs,brewpub,833 Central Ave,Hot Springs National Park,Arkansas,71901,-93.017805468,34.502847828,Arkansas,71901,1882
Core Brewing - SoMa,brewpub,1214 S. Main St,Little Rock,Arkansas,72202,-92.28059451,34.743162068,Arkansas,72202,1883
Core Brewing & Distilling Co,micro,2470 N Lowell Rd Ste A3,Springdale,Arkansas,72764-1819,-94.107851831,36.176606032,Arkansas,72764,1884
Corner Pub,brewpub,100 E Main St Lowr,Reedsburg,Wisconsin,53959-1967,-89.977434765,43.533134714,Wisconsin,53959,1885
Cotee River Brewing Company,planning,,New Port Richey,Florida,34652,-82.730312187,28.235777905,Florida,34652,1900
Council Rock Brewery,brewpub,4861 State Highway 28 Ste 3,Cooperstown,New York,13326-5229,-74.921655161,42.710234861,New York,13326,1908
Country Boy Brewing - Georgetown,micro,108 Corporate Dr,Georgetown,Kentucky,40324-0000,-84.547286705,38.224982433,Kentucky,40324,1912
Country Town Farm Brewery,planning,,Friendship,New York,14739,-78.145934019,42.195593686,New York,14739,1913
Cowboy State Brewing,micro,316 S Birch St,Glenrock,Wyoming,82637,-105.8720578,42.85856155,Wyoming,82637,1921
Cowtown Brewing Company,planning,,Fort Worth,Texas,76102-2408,-97.329897575,32.754812776,Texas,76102,1923
CraftHaus Brewery,micro,7350 Eastgate Rd Ste 110,Henderson,Nevada,89011-4071,-114.979937738,36.076504249,Nevada,89011,1931
"CraftRoots Brewing, LLC.",micro,4 Industrial Rd Ste 8,Milford,Massachusetts,01757-3589,-71.532751359,42.148718032,Massachusetts,01757,1932
Craftwerk Orange Brewing Company,planning,,West Orange,New Jersey,07052-2513,-74.261930502,40.783663936,New Jersey,07052,1934
Crafty Bastard Brewery,micro,6 Emory Pl,Knoxville,Tennessee,37917-7317,-83.918150407,35.994642275,Tennessee,37917,1936
Cranker's Restaurant & Brewery,brewpub,454 68th St SW,Grand Rapids,Michigan,49548-7115,-85.662395879,42.870838738,Michigan,49548,1941
Crasian Brewing Co,micro,207 S Railroad St Ste B,Brookston,Indiana,47923-8137,-86.887098809,40.605758002,Indiana,47923,1943
Cravings Bistro & Pub,brewpub,1599 Mall Dr Ste B,Benton Harbor,Michigan,49022-2330,-86.420122149,42.10798868,Michigan,49022,1944
Crazy Williez Brewery,contract,546 Silver St,Ilion,New York,13357,-75.050461195,43.004042235,New York,13357,1947
Creature Comforts Production Facility At Southern Mill,regional,355 Oneta St Bldg A100,Athens,Georgia,30601,-83.364876457,33.975296021,Georgia,30601,1949
Creatures Of Habit Brewing Co,planning,,Anderson,Indiana,46016-1749,-85.68095743,40.099071439,Indiana,46016,1950
Creek Bottom Brew LLC,planning,,Oldenburg,Indiana,47036-9765,-85.219117018,39.36428509,Indiana,47036,1951
Crestone Brewing Company,brewpub,187 West Silver Ave.,Crestone,Colorado,81131,-105.717277016,37.985779637,Colorado,81131,1956
Crooked Ewe Brewery & Ale House,brewpub,1047 Lincoln Way E,South Bend,Indiana,46601-3726,-86.25250518,41.673919961,Indiana,46601,1964
Crooked Eye Brewery,micro,13 E Montgomery Ave Ste 2,Hatboro,Pennsylvania,19040-2618,-75.106947438,40.181088154,Pennsylvania,19040,1965
Crooked Furrow Brewing,micro,2801 N Roberts Ave,Helena,Montana,59601,-112.053695241,46.585816034,Montana,59601,1967
Crooked Hammock Brewery,brewpub,36707 Crooked Hammock Way,Lewes,Delaware,19958-4877,-75.157692611,38.752311701,Delaware,19958,1969
Crooked Letter Brewing Co,brewpub,503 Porter Ave,Ocean Springs,Mississippi,39564,-88.764369925,30.412212047,Mississippi,39564,1974
Crooked Pecker Brewing,planning,,Newbury,Ohio,44065-9735,-81.240245713,41.465948238,Ohio,44065,1975
Crooked Stave Artisan Beer Project,micro,1441 W 46th Ave Unit 17,Denver,Colorado,80211-2338,-105.020320546,39.766655864,Colorado,80211,1978
Crooked Tongue Brewing,micro,2516 Benjamin Franklin Hwy,Edinburg,Pennsylvania,16116-4302,-80.465900179,41.028618336,Pennsylvania,16116,1980
Crown Brewing Co,brewpub,211 S East St,Crown Point,Indiana,46307-4058,-87.340532259,41.420583959,Indiana,46307,1993
Crue Brew Brewery,micro,95 Ryan Dr Ste 6,Raynham,Massachusetts,02767-1992,-71.038478266,41.922340974,Massachusetts,02767,1997
Cult Classic Brewing,planning,,Stevensville,Maryland,21666-4051,-76.329054399,38.944138732,Maryland,21666,2008
Curran Brewing Co,micro,6230 Bloomington Rd,Moscow,Pennsylvania,18444-6634,-75.531096188,41.343648404,Pennsylvania,18444,2017
Cushwa Brewing Co,micro,10212 Governor Lane Blvd Ste 1012,Williamsport,Maryland,21795,-77.803829371,39.597954757,Maryland,21795,2019
Cycler's Brewing,micro,17105 Osborn Rd,Montgomery,Texas,77356,-95.64273658,30.394982985,Texas,77356,2024
Cypress Brewing Company,micro,30 Nixon Ln Unit E,Edison,New Jersey,08837-3844,-74.338344648,40.531020927,New Jersey,08837,2027
"D. MANATEE HOLDINGS, LLC",planning,,Miami,Florida,33131-1210,-80.190408759,25.768968647,Florida,33131,2034
D.C. Oakes Brewhouse and Eatery,brewpub,3581 E Harmony Suite 110,Fort Collins,Colorado,80528,-105.02995317,40.506109014,Colorado,80528,2035
D9 Brewing Company,micro,11138 Treynorth Dr Ste C,Cornelius,North Carolina,28031-8186,-80.88043646,35.468551668,North Carolina,28031,2037
Dad & Dudes Breweria,brewpub,6730 S Cornerstar Way Ste D,Aurora,Colorado,80016-1571,-104.710140946,39.588580217,Colorado,80016,2038
Dalton Union Winery & Brewery,micro,2110 Shirk Rd,Marysville,Ohio,43040,-83.372278149,40.255767,Ohio,43040,2043
Dangerous Minds Brewing Co,planning,,Pompano Beach,Florida,33062,-80.097877206,26.238393605,Florida,33062,2049
Dark City Brewing Company,micro,801 Second Ave,Asbury Park,New Jersey,07712-,-74.043955045,40.215457405,New Jersey,07712,2054
Dark Sky Brewing Co.,micro,117 N Beaver St Ste A,Flagstaff,Arizona,86001-5677,-111.65652457,35.19631999,Arizona,86001,2057
Daugherty Brewing Company,planning,,Erie,Pennsylvania,16510-3680,-80.01022988,42.129768489,Pennsylvania,16510,2060
Dauntless Brewing Company,planning,,Farmers Branch,Texas,75234-2334,-96.880806176,32.918179761,Texas,75234,2061
Davidson Brothers Restaurant and Brewery,brewpub,184 Glen St Rte 9,Glens Falls,New York,12801-0409,-73.647803907,43.311444228,New York,12801,2063
Daytona Beach Brewing Company,micro,482 Fentress Blvd Ste N,Daytona Beach,Florida,32114-1298,-81.038721251,29.202887197,Florida,32114,2066
DC Brau Brewing Company,regional,3178 Bladensburg Rd NE Ste B,Washington,District of Columbia,20018-2214,-76.974407955,38.928411457,District of Columbia,20018,2067
Dead Bear Brewing Co,brewpub,2552 S I 75 Business Loop,Grayling,Michigan,49738-2010,-84.659699402,44.667705665,Michigan,49738,2072
Dead Hippie Brewing,micro,3701 S Santa Fe Dr Unit 7,Sheridan,Colorado,80110-3344,-104.993231426,39.646348861,Colorado,80110,2075
Dead Lizard Brewing Company,micro,4507 36th St Ste C,Orlando,Florida,32811-6520,-81.452096911,28.504233241,Florida,32811,2076
Dead Low Brewing,planning,,Cincinnati,Ohio,45230,-84.380390036,39.079433109,Ohio,45230,2077
Deadbeach Brewery,brewpub,406 S Durango St,El Paso,Texas,79901-1063,-106.487167834,31.758330498,Texas,79901,2079
Deadly Sins Brewing,micro,750 Jackson Ave Ste 102,Winter Park,Florida,32789-4673,-81.349502847,28.598912217,Florida,32789,2080
Dean and Co,micro,201 Grant St,La Junta,Colorado,81050,-103.55823756,37.988938675,Colorado,81050,2082
"Deanitude Brewing Company, LLC",planning,,Dallas,Texas,75225-0734,-96.793750307,32.86428593,Texas,75225,2083
Death Avenue,brewpub,315 10th Ave B/W 28th & 29th St.,New York,New York,10001-1416,-73.994030676,40.748400355,New York,10001,2086
Death Of The Fox,micro,119 Berkley Rd Ste B,Clarksboro,New Jersey,08020-1161,-75.225792848,39.804229043,New Jersey,08020,2087
Deciduous Brewing Company,micro,12 Weaver St,Newmarket,New Hampshire,03857-2307,-70.949021449,43.071830459,New Hampshire,03857,2094
Deep Brewing Company,micro,2524 Cathay Ct STE 2,Tallahassee,Florida,32308-4248,-84.236992279,30.468740622,Florida,32308,2096
Deep River Brewing Company,micro,700 W Main St Ste 102,Clayton,North Carolina,27520-1657,-78.457774259,35.640308494,North Carolina,27520,2099
Deep Sleep Brewing Company LLC,closed,6891 Whiskey Creek Rd.,Washington,Missouri,63090,-91.006311189,38.545243063,Missouri,63090,2101
DeepWater Brewing Company,micro,33 Tenney Hl,Blue Hill,Maine,04614,-68.584145341,44.422564634,Maine,04614,2103
Dees Brothers Brewery,planning,,Orlando,Florida,32807-1633,-81.30651363,28.542287027,Florida,32807,2105
Defiance Brewing Co.,micro,2050 E US Highway 40,Hays,Kansas,67601-9310,-99.325284654,38.881691359,Kansas,67601,2107
Delta Sunshine Brewing Company,planning,,Memphis,Tennessee,38120-8859,-89.868726784,35.12495531,Tennessee,38120,2114
Dented Face Brewing Company,planning,,Delta,Colorado,81416,-108.065292157,38.743291625,Colorado,81416,2124
Departed Soles Brewing,micro,"150 Bay Street, Commercial Side",Jersey City,New Jersey,07302-2900,-74.045647358,40.720458274,New Jersey,07302,2129
Der Blokken Brewery,closed,1100 Perry Ave Unit C,Bremerton,Washington,98310-4945,-122.626656728,47.589384098,Washington,98310,2135
Desert Barn Brewing Co.,brewpub,11352 Hesperia Rd Ste B,Hesperia,California,92345-2165,-117.322681237,34.424211193,California,92345,2141
Desert Valley Brewing Co.,micro,"2809 Broadbent Pkwy NE, Suite D C/O The Craftroom",Albuquerque,New Mexico,87107-1613,-106.628829448,35.128955637,New Mexico,87107,2145
Destin Brewery,micro,505 Mountain Dr Ste N,Destin,Florida,32541-7334,-86.457839223,30.394528611,Florida,32541,2152
Destination Brewing Company,contract,2708 Lawrence Drive,Austin,Texas,78734,-97.943079946,30.378634294,Texas,78734,2153
Destination Unknown Beer Company,micro,1 S Chicago Ave Unit C,Bay Shore,New York,11706-7000,-73.253241273,40.728995787,New York,11706,2154
Deviant Wolfe Brewing,micro,121 W 1st St,Sanford,Florida,32771-1201,-81.309109734,28.805814398,Florida,32771,2156
Deviate Brewing Co,micro,4004 W 96th St,Indianapolis,Indiana,46268-2909,-86.226150099,39.89219618,Indiana,46268,2157
Devil and the Deep,micro,2425 Postoffice St,Galveston,Texas,77550-4629,-94.788521441,29.30319342,Texas,77550,2159
Devil's Trumpet Brewing Co,micro,8250 Utah St,Merrillville,Indiana,46410-6578,-87.343200042,41.495701543,Indiana,46410,2167
Devils Backbone Brewing Co - Basecamp,large,200 Mosbys Run,Roseland,Virginia,22967-8551,-78.972925012,37.855658969,Virginia,22967,2168
Devils Backbone Brewing Co - Outpost Production Facility,large,50 Northwind Ln,Lexington,Virginia,24450-3303,-79.454408113,37.786551036,Virginia,24450,2169
Devour Brewing Co,micro,1500 SW 30th Ave Ste 4,Boynton Beach,Florida,33426-9044,-80.085966143,26.548023805,Florida,33426,2170
Devout Brewing,planning,,Export,Pennsylvania,15632,-79.623394711,40.420385339,Pennsylvania,15632,2171
Dingo Dog Brewing Co,micro,,Carrboro,North Carolina,27510,-79.080985843,35.911420789,North Carolina,27510,2187
Dirt Farm Brewing,brewpub,18701 Foggy Bottom Rd,Bluemont,Virginia,20135-1858,-77.865713851,39.105161815,Virginia,20135,2190
Dissident Brewing,planning,,Milwaukee,Wisconsin,53207-3221,-87.899614932,42.982709876,Wisconsin,53207,2201
Distraction Brewing Company,planning,,Roslindale,Massachusetts,02131-3006,-71.128928434,42.283505401,Massachusetts,02131,2202
Dive Bar Brewing Company,proprietor,5994 S Holly Street #146,Greenwood Village,Colorado,80111,-104.878701838,39.614537809,Colorado,80111,2208
Divine Barrel Brewing,micro,3701 N Davidson St Ste 203,Charlotte,North Carolina,28205-1303,-80.796597645,35.222184806,North Carolina,28205,2210
Divine Swine BBQ,brewpub,2684 Lebanon Rd,Manheim,Pennsylvania,17545-9524,-76.401252785,40.1606847,Pennsylvania,17545,2211
Dixie Brewing Co Inc.,contract,6221 S Claiborne Ave Ste 101,New Orleans,Louisiana,70125-4191,-90.104597423,29.952059249,Louisiana,70125,2215
"Dixie Brewing Company, LLC",contract,1450 Poydras St Ste 580,New Orleans,Louisiana,70112-1227,-90.075142387,29.95719158,Louisiana,70112,2216
Doc G's Brewing Company,brewpub,208 W Long Ave,Du Bois,Pennsylvania,15801-2106,-78.753045717,41.129172381,Pennsylvania,15801,2219
Dock Street Brewery,brewpub,701 S 50th St Fl 1,Philadelphia,Pennsylvania,19143-1689,-75.222915208,39.943223002,Pennsylvania,19143,2221
Dock Street Brewing Co,planning,,Philadelphia,Pennsylvania,19146,-75.177843002,39.940577706,Pennsylvania,19146,2222
Dockery's,brewpub,186 Seven Farms Dr Ste F399,Charleston,South Carolina,29492-8510,-79.897165712,32.928234305,South Carolina,29492,2223
Dockside Waterfront Biergarten and Brewery,planning,,Milford,Connecticut,06460,-73.05279582,41.212378308,Connecticut,06460,2224
Dog Money Restaurant,brewpub,50 Catoctin Cir NE STE 100,Leesburg,Virginia,20176-3102,-77.51703899,39.102399165,Virginia,20176,2230
Dog Tag Brewing,contract,2042 Stadium Dr Ste 2,Bozeman,Montana,59715-0710,-111.050200127,45.685106985,Montana,59715,2232
DogBerry Brewing LLC,micro,9964 Crescent Park Dr,West Chester,Ohio,45069,-84.415591946,39.352623871,Ohio,45069,2233
Dogtown Brewing,brewpub,1209 Hull St,Richmond,Virginia,23224,-77.47225526,37.495958194,Virginia,23224,2237
Donavon Brewing Company,planning,,Arvada,Colorado,80005-3644,-105.12965436,39.852964747,Colorado,80005,2239
Donum Dei Brewery,brewpub,3211 Grant Line Rd Ste 3,New Albany,Indiana,47150-2175,-85.820533823,38.308111903,Indiana,47150,2240
Door County Brewing Co./ Hacienda Beer Co,micro,8099 State Highway 57 PO Box 201,Baileys Harbor,Wisconsin,54202-0201,-87.130243632,45.06875722,Wisconsin,54202,2245
Double Barley Brewing,brewpub,3174 US Highway 70 W,Smithfield,North Carolina,27577-7613,-78.344886984,35.529093278,North Carolina,27577,2251
Double Nickel Brewing Company,micro,1585 Route 73,Pennsauken,New Jersey,08110-1330,-75.059679763,39.963446836,New Jersey,08110,2257
Downhill Brewing,micro,18921 Plaza Dr Ste 104,Parker,Colorado,80134-9679,-104.763157187,39.497117559,Colorado,80134,2264
Dragon Run Brewing,planning,,Manquin,Virginia,23106,-77.186512552,37.7157945,Virginia,23106,2273
Dratz Brewing Company,planning,,Loveland,Colorado,80537,-105.08460988,40.399168577,Colorado,80537,2280
Drop In Brewing,micro,610 Route 7 S,Middlebury,Vermont,05753-8987,-73.153585413,44.011045404,Vermont,05753,2293
Druthers Brewing Co,brewpub,381 Broadway,Saratoga Springs,New York,12866-3111,-73.768392155,43.076557618,New York,12866,2300
Dry County Brewing Company,micro,1500 Lockhart Drive,kennesaw,Georgia,30144,-84.592715748,34.022492362,Georgia,30144,2303
Dryhop Brewers,micro,3155 N Broadway St,Chicago,Illinois,60657-4508,-87.655790233,41.939436652,Illinois,60657,2308
Dubina Brewing Co.,brewpub,17035 N 67th Ave Ste 6,Glendale,Arizona,85308-3655,-112.180764007,33.659820319,Arizona,85308,2312
Dublin Corners Farm Brewery,micro,1906 Main St,Linwood,New York,14486-9707,-77.920471362,42.895344319,New York,14486,2314
DuClaw Brewing Co,regional,8901 Yellow Brick Rd Ste B,Baltimore,Maryland,21237-2349,-76.495603682,39.340046302,Maryland,21237,2319
Due South Brewing Co,micro,2900 High Ridge Rd Ste 3,Boynton Beach,Florida,33426-8708,-80.085966143,26.548023805,Florida,33426,2321
Duel Brewing Company,brewpub,1228 Parkway Dr Ste D,Santa Fe,New Mexico,87507-7319,-106.014389863,35.632571823,New Mexico,87507,2323
Duncan's Abbey,micro,,Tarrytown,New York,10591,-73.856587156,41.077282416,New York,10591,2328
Dunedin Brewery Production Facility,planning,,Dunedin,Florida,34698-5061,-82.770051007,28.026017129,Florida,34698,2330
Dungeon Hollow Brewing,micro,572 County Rd 22A,Bloomingdale,Ohio,43910,-80.799675435,40.364615775,Ohio,43910,2332
Durty Bull Brewing Co.,micro,206 Broadway St Ste 104,Durham,North Carolina,27701-2404,-78.896113956,35.997256386,North Carolina,27701,2337
Duvig Brewing Co,micro,59 School Ground Rd Ste 10,Branford,Connecticut,06405-2868,-72.804891043,41.277207647,Connecticut,06405,2340
Dyckman Beer Co,contract,,Bronx,New York,10451,-73.919964331,40.820499103,New York,10451,2342
Dynasty Brewing Company,planning,,Ashburn,Virginia,20147,-77.485363707,39.043748681,Virginia,20147,2343
